_id,courses,__v,createdAt,recap_courses,schools,status,updatedAt
613dd9af2e80ef52a05ad406,60d696ca10b48724ac26bfc9,0,2021-09-12 10:42:55.638,61379ed6d5ca509cf45433e1,6093b6caf37b7efe8424a474,1,2021-09-12 10:42:55.638
613e0f8c2e80ef52a09ac78e,60d68da292aeee0ae8228302,0,2021-09-12 14:32:44.681,61370c911d18a399042ba86f,6093b6caf37b7efe8424a474,1,2021-09-12 14:32:44.681
613e0f9d2e80ef52a09ac83e,60d69024e9fd8e0ac5cdc084,0,2021-09-12 14:33:01.987,6137108d90e68042e4c02fae,6093b6caf37b7efe8424a474,1,2021-09-12 14:33:01.987
613e0faa2e80ef52a09ac8c7,609954c0beba601077600414,0,2021-09-12 14:33:14.565,61371a8d747b8142c7cdfed2,6093b6caf37b7efe8424a474,1,2021-09-12 14:33:14.565
613e10ae2e80ef52a09bc94d,6098d49e01c156105d56a586,0,2021-09-12 14:37:34.601,61375692ee5732a2c77b7ba0,6093b6caf37b7efe8424a474,1,2021-09-12 14:37:34.601
613e110e2e80ef52a09c0cb4,609d08255436ed23b6c89ce4,0,2021-09-12 14:39:10.138,613725ee5a8a059d18da8ddd,6093b6caf37b7efe8424a474,1,2021-09-12 14:39:10.138
613e14732e80ef52a09d95fa,60d69a843ddad08ba4e89426,0,2021-09-12 14:53:39.092,61379b1bee5732a2c77b8123,6093b6caf37b7efe8424a474,1,2021-09-12 14:53:39.092
613e147c2e80ef52a09d963a,60d7103a12cae8e759e83968,0,2021-09-12 14:53:48.370,61379c385d7dd5a2b7052cc8,6093b6caf37b7efe8424a474,1,2021-09-12 14:53:48.370
613e14df2e80ef52a09da844,6098dbfde556581039222c99,0,2021-09-12 14:55:27.679,6137a1e55a8a059d18daa12d,6093b6caf37b7efe8424a474,1,2021-09-12 14:55:27.679
613e14eb2e80ef52a09dab8c,609949444c30c0100b1185de,0,2021-09-12 14:55:39.083,6137a360eed6ba98c252d100,6093b6caf37b7efe8424a474,1,2021-09-12 14:55:39.083
613e17242e80ef52a0a0b13a,60cc7f9d12cae8e759e4414e,0,2021-09-12 15:05:08.085,61343b1bd5ca509cf45338e6,6093b6caf37b7efe8424a474,1,2021-09-12 15:05:08.085
613e17362e80ef52a0a0b1d7,60cc82ef706ccbe7c08b7923,0,2021-09-12 15:05:26.566,61343c3bd8f31e42b5eb2e5a,6093b6caf37b7efe8424a474,1,2021-09-12 15:05:26.566
613e17402e80ef52a0a0b220,60cc849d9ee625e363f06e4d,0,2021-09-12 15:05:36.876,61343dcb3715e898f07385ec,6093b6caf37b7efe8424a474,1,2021-09-12 15:05:36.876
613e17592e80ef52a0a0b2b1,60cdad183ddad08ba4e4eba0,0,2021-09-12 15:06:01.461,61343f1b42ae9ca2ee5d6141,6093b6caf37b7efe8424a474,1,2021-09-12 15:06:01.461
613e17722e80ef52a0a0b370,60cc86412290b18942ef3a60,0,2021-09-12 15:06:26.508,6134401b747b8142c7cd7562,6093b6caf37b7efe8424a474,1,2021-09-12 15:06:26.508
613e17822e80ef52a0a0c04c,609a0b5b4042a820d2da1cdf,0,2021-09-12 15:06:42.035,613441c05a8a059d18da1119,6093b6caf37b7efe8424a474,1,2021-09-12 15:06:42.035
613e178e2e80ef52a0a0dddf,609a360e764931920e6094c3,0,2021-09-12 15:06:54.586,613442f2d8f31e42b5eb2f4b,6093b6caf37b7efe8424a474,1,2021-09-12 15:06:54.586
613e179a2e80ef52a0a1001c,609a38a79fd21b23c349023b,0,2021-09-12 15:07:06.956,613445cb4b4fb1a2ad8e9e8a,6093b6caf37b7efe8424a474,1,2021-09-12 15:07:06.956
613e17a52e80ef52a0a128d3,609a3a0b49865223af428b6a,0,2021-09-12 15:07:17.100,613446debd0aaa9cfb017fd8,6093b6caf37b7efe8424a474,1,2021-09-12 15:07:17.100
613e17b22e80ef52a0a17610,609a3b5022aa5420dbc6f89b,0,2021-09-12 15:07:30.054,6134478eafc69442bb848924,6093b6caf37b7efe8424a474,1,2021-09-12 15:07:30.054
613e17cd2e80ef52a0a1b958,60d32aa39b2c1d3c3e9839ff,0,2021-09-12 15:07:57.307,61347088426cd2a2dcdebe85,6093b6caf37b7efe8424a474,1,2021-09-12 15:07:57.307
613e17df2e80ef52a0a1e3f4,60d330c3ed8ee5e74ad7c4ec,0,2021-09-12 15:08:15.421,613471955a8a059d18da1f4c,6093b6caf37b7efe8424a474,1,2021-09-12 15:08:15.421
613e17ec2e80ef52a0a2053d,60d33b2b2f8db7e794c230f6,0,2021-09-12 15:08:28.413,613474a0ee976398ea21f363,6093b6caf37b7efe8424a474,1,2021-09-12 15:08:28.413
613e17fa2e80ef52a0a225fb,60d32fdc5e45bae75064695d,0,2021-09-12 15:08:42.990,,6093b6caf37b7efe8424a474,1,2021-09-12 15:12:00.122
613e18092e80ef52a0a24cd1,60a2670f61a81cb483ec4203,0,2021-09-12 15:08:57.313,6134b63e42ae9ca2ee5dc763,6093b6caf37b7efe8424a474,1,2021-09-12 15:08:57.313
613e18132e80ef52a0a2635d,60a26aad1f8dcdb3bd293241,0,2021-09-12 15:09:07.763,6134b7c8afc69442bb84b614,6093b6caf37b7efe8424a474,1,2021-09-12 15:09:07.763
613e181d2e80ef52a0a279e0,60a26d710baacdb0a8eb3ca5,0,2021-09-12 15:09:17.865,6134b9e6d8f31e42b5eb6581,6093b6caf37b7efe8424a474,1,2021-09-12 15:09:17.865
613e183b2e80ef52a0a2ec96,60d5cc741ac9fef5a9d8d516,0,2021-09-12 15:09:47.525,6134ba93afc69442bb84b617,6093b6caf37b7efe8424a474,1,2021-09-12 15:09:47.525
613e18cd2e80ef52a0a43956,60a23176b298b6b4722c8f7d,0,2021-09-12 15:12:13.345,6134778dbd0aaa9cfb019d11,6093b6caf37b7efe8424a474,1,2021-09-12 15:12:13.345
613e18ed2e80ef52a0a45172,60c9aa497504f5e57f686716,0,2021-09-12 15:12:45.137,61347db45a8a059d18da2249,6093b6caf37b7efe8424a474,1,2021-09-12 15:12:45.137
613e18f82e80ef52a0a45bfa,60c9b3a8fcf703e758683202,0,2021-09-12 15:12:56.906,61348336eed6ba98c2524d12,6093b6caf37b7efe8424a474,1,2021-09-12 15:12:56.906
613e190a2e80ef52a0a46fc6,60ac70acf97fe867c40671b9,0,2021-09-12 15:13:14.581,61348dbedc2ad695b3e2315c,6093b6caf37b7efe8424a474,1,2021-09-12 15:13:14.581
613e19152e80ef52a0a4751e,60ac829197a82a6364e3eb17,0,2021-09-12 15:13:25.597,613490dea5eee9a2beaf104c,6093b6caf37b7efe8424a474,1,2021-09-12 15:13:25.597
613e191e2e80ef52a0a47d6d,60ac8383ad913a6579b17ab9,0,2021-09-12 15:13:34.324,613493787ec98e9cedfc9e21,6093b6caf37b7efe8424a474,1,2021-09-12 15:13:34.324
613e19292e80ef52a0a482b6,60ac842fad913a6579b17aba,0,2021-09-12 15:13:45.028,61349812d5ca509cf45369dd,6093b6caf37b7efe8424a474,1,2021-09-12 15:13:45.028
613e19362e80ef52a0a493dc,60ac87e429035e6588909c9c,0,2021-09-12 15:13:58.585,61349d1dd5ca509cf45369df,6093b6caf37b7efe8424a474,1,2021-09-12 15:13:58.585
613e19402e80ef52a0a4c70d,60cc2b132f8db7e794bfb1eb,0,2021-09-12 15:14:08.789,6134a0628bac3842c8904560,6093b6caf37b7efe8424a474,1,2021-09-12 15:14:08.789
613e19542e80ef52a0a52b68,60ac894e6e3ebb6352fb2d10,0,2021-09-12 15:14:28.655,6134a26190e68042e4bfda3d,6093b6caf37b7efe8424a474,1,2021-09-12 15:14:28.655
613e198a2e80ef52a0a612ba,60d04ee5c20f0de793a7d140,0,2021-09-12 15:15:22.825,6135cf0fd5ca509cf4538cce,6093b6caf37b7efe8424a474,1,2021-09-12 15:15:22.825
613e19982e80ef52a0a625be,60d04ef486997de78c67fba7,0,2021-09-12 15:15:36.340,6135cfcd993f3698d1a12b7f,6093b6caf37b7efe8424a474,1,2021-09-12 15:15:36.340
613e19a42e80ef52a0a62ad4,60d04eff2547e4e7a43fd78d,0,2021-09-12 15:15:48.297,6135d066ee5732a2c77b4c93,6093b6caf37b7efe8424a474,1,2021-09-12 15:15:48.297
613e19b32e80ef52a0a63240,60d04f0ee1a608e7869c21b1,0,2021-09-12 15:16:03.517,6135d119e8eb55a2a74ca4c3,6093b6caf37b7efe8424a474,1,2021-09-12 15:16:03.517
613e19d92e80ef52a0a6f012,60d04f1a3f8e8ee371d0baf5,0,2021-09-12 15:16:41.124,6135d189747b8142c7cda7f4,6093b6caf37b7efe8424a474,1,2021-09-12 15:16:41.124
613e1a412e80ef52a0a7de3f,60d0b7dbfcf703e758692a6e,0,2021-09-12 15:18:25.796,6135d30690e68042e4bfeeda,6093b6caf37b7efe8424a474,1,2021-09-12 15:18:25.796
613e1a592e80ef52a0a7eb01,60ac8a9bd9db22675d5e1232,0,2021-09-12 15:18:49.424,6135d3ed4b4fb1a2ad8f024b,6093b6caf37b7efe8424a474,1,2021-09-12 15:18:49.424
613e1a9b2e80ef52a0a82f53,60d1415b2f8db7e794c0dbec,0,2021-09-12 15:19:55.389,6135dfdc5a8a059d18da4032,6093b6caf37b7efe8424a474,1,2021-09-12 15:19:55.389
613e1aa82e80ef52a0a831d1,60d1412f307be2e78cdc4fcd,0,2021-09-12 15:20:08.046,6135ddee747b8142c7cdac23,6093b6caf37b7efe8424a474,1,2021-09-12 15:20:08.046
613e1ab22e80ef52a0a8347c,60d140de307be2e78cdc4fcc,0,2021-09-12 15:20:18.117,6135dcd87ec98e9cedfcbd39,6093b6caf37b7efe8424a474,1,2021-09-12 15:20:18.117
613e1abf2e80ef52a0a83555,60d13fc265b882e577d718c9,0,2021-09-12 15:20:31.258,6135da77993f3698d1a12ca5,6093b6caf37b7efe8424a474,1,2021-09-12 15:20:31.258
613e1ad02e80ef52a0a83d11,60acc764d22dc56594f8dc4f,0,2021-09-12 15:20:48.551,613b832ce13cb0d6f4a0a5c3,6093b6caf37b7efe8424a474,1,2021-09-12 15:20:48.551
613e1adc2e80ef52a0a840e9,60acc5c6b2541c6752e065a0,0,2021-09-12 15:21:00.747,613b8289f2311fd0362cd88d,6093b6caf37b7efe8424a474,1,2021-09-12 15:21:00.747
613e1aed2e80ef52a0a844f9,60acc4001793e9634c5c274b,0,2021-09-12 15:21:17.125,613b820f81e85cd6d66af1b3,6093b6caf37b7efe8424a474,1,2021-09-12 15:21:17.125
613e1b1d2e80ef52a0a8530c,60acc0d49607ba65596b9b65,0,2021-09-12 15:22:05.497,613b8176ed91d0d048be73b1,6093b6caf37b7efe8424a474,1,2021-09-12 15:22:05.497
613e1b2c2e80ef52a0a8565b,60acbdbd97a82a6364e3eb24,0,2021-09-12 15:22:20.452,6135e0bfee5732a2c77b4f44,6093b6caf37b7efe8424a474,1,2021-09-12 15:22:20.452
613e1b422e80ef52a0a85bc3,60acb0de1793e9634c5c2741,0,2021-09-12 15:22:42.217,6135e047177046990b4cf9e3,6093b6caf37b7efe8424a474,1,2021-09-12 15:22:42.217
613e1bb52e80ef52a0a87a87,60d6bdf8c20f0de793ab95ee,0,2021-09-12 15:24:37.969,6134bbfce8eb55a2a74c9ec7,6093b6caf37b7efe8424a474,1,2021-09-12 15:24:37.969
613e1bc22e80ef52a0a87d43,60d6be76e9fd8e0ac5ce2830,0,2021-09-12 15:24:50.045,6134bcbea4acb342f72eb852,6093b6caf37b7efe8424a474,1,2021-09-12 15:24:50.045
613e1bcd2e80ef52a0a88205,60d6bef3991c55e7a536ee08,0,2021-09-12 15:25:01.137,6134be9b5d7dd5a2b704c366,6093b6caf37b7efe8424a474,1,2021-09-12 15:25:01.137
613e1bdb2e80ef52a0a8848e,60d6ca85706ccbe7c08f6977,0,2021-09-12 15:25:15.922,6134c056177046990b4cd874,6093b6caf37b7efe8424a474,1,2021-09-12 15:25:15.922
613e1bf52e80ef52a0a88d59,60d6cace2f8db7e794c3d723,0,2021-09-12 15:25:41.151,6134c0ef7ec98e9cedfc9e61,6093b6caf37b7efe8424a474,1,2021-09-12 15:25:41.151
613e1c0d2e80ef52a0a892e3,60d6ccc01b6d5fe571b069e4,0,2021-09-12 15:26:05.686,6134c186993f3698d1a119bf,6093b6caf37b7efe8424a474,1,2021-09-12 15:26:05.686
613e1c262e80ef52a0a89a36,60d6d3bf92aeee0ae822dbad,0,2021-09-12 15:26:30.284,6135d54e747b8142c7cdab0f,6093b6caf37b7efe8424a474,1,2021-09-12 15:26:30.284
613e1c422e80ef52a0a8a15d,60d6d7e3d06a4a20fac6c45d,0,2021-09-12 15:26:58.495,6135d83ba5eee9a2beaf3e12,6093b6caf37b7efe8424a474,1,2021-09-12 15:26:58.495
613e1d3c2e80ef52a0a9067d,60cddf063f8e8ee371d0788d,0,2021-09-12 15:31:08.611,61344f3ec8daac98c8487998,6093b6caf37b7efe8424a474,1,2021-09-12 15:31:08.611
613e1d4b2e80ef52a0a90a64,60cde30b7504f5e57f68afd2,0,2021-09-12 15:31:23.922,613450a4c1ba18a2d63c438b,6093b6caf37b7efe8424a474,1,2021-09-12 15:31:23.922
613e1d642e80ef52a0a91123,6098a809ada1c61054ab9baf,0,2021-09-12 15:31:48.762,61345759d8f31e42b5eb30ee,6093b6caf37b7efe8424a474,1,2021-09-12 15:31:48.762
613e1d762e80ef52a0a9162a,6098d59998a1111330b7587f,0,2021-09-12 15:32:06.460,613457feef0b8b9ce39b3b57,6093b6caf37b7efe8424a474,1,2021-09-12 15:32:06.460
613e1d9a2e80ef52a0a91f10,6098dfd084286213144b6d86,0,2021-09-12 15:32:42.458,613458b45d7dd5a2b7049d46,6093b6caf37b7efe8424a474,1,2021-09-12 15:32:42.458
613e1dc22e80ef52a0a92777,6098fc3e572591105f050887,0,2021-09-12 15:33:22.037,61345981c8daac98c84879ad,6093b6caf37b7efe8424a474,1,2021-09-12 15:33:22.037
613e1dd22e80ef52a0a9297c,609901f960c9d01330ba885d,0,2021-09-12 15:33:38.932,61345aabeed6ba98c252324f,6093b6caf37b7efe8424a474,1,2021-09-12 15:33:38.932
613e1de82e80ef52a0a92bf2,60990405adadc310362e532a,0,2021-09-12 15:34:00.226,6134607f4b4fb1a2ad8ea411,6093b6caf37b7efe8424a474,1,2021-09-12 15:34:00.226
613e1df12e80ef52a0a92d25,6099e4194042a820d2d9fd3d,0,2021-09-12 15:34:09.801,61346131c1ba18a2d63c56b1,6093b6caf37b7efe8424a474,1,2021-09-12 15:34:09.801
613e1dfb2e80ef52a0a92f05,609e22f877dc942215bdfe92,0,2021-09-12 15:34:19.778,6134637c5d7dd5a2b704ac1b,6093b6caf37b7efe8424a474,1,2021-09-12 15:34:19.778
613e1e1f2e80ef52a0a9343c,6099ebfce803d120b85ec0a9,0,2021-09-12 15:34:55.059,6134641f2c558b9cddc9de22,6093b6caf37b7efe8424a474,1,2021-09-12 15:34:55.059
613e1e522e80ef52a0a9d1b8,60d15e305e45bae75062ef6e,0,2021-09-12 15:35:46.258,6135ccc8afc69442bb84be6f,6093b6caf37b7efe8424a474,1,2021-09-12 15:35:46.258
613e1e5c2e80ef52a0aa17b0,60d162b693656ce7950bd390,0,2021-09-12 15:35:56.015,6135d1c9993f3698d1a12b85,6093b6caf37b7efe8424a474,1,2021-09-12 15:35:56.015
613e1e652e80ef52a0aa662f,60d16cf56742613575f11cb9,0,2021-09-12 15:36:05.469,6135d5745d7dd5a2b704e74b,6093b6caf37b7efe8424a474,1,2021-09-12 15:36:05.469
613e226a2e80ef52a0adac60,613de294c5d0f3d6baf3108c,0,2021-09-12 15:53:14.608,6135e53bd795ec98d02496be,6093b6caf37b7efe8424a474,1,2021-09-12 15:53:14.608
613e22c22e80ef52a0ae0241,609e1793548b71237e9eb00e,0,2021-09-12 15:54:42.842,6135eb08ee976398ea2209ef,6093b6caf37b7efe8424a474,1,2021-09-12 15:54:42.842
613e22d22e80ef52a0ae0de9,609e1a9c49865223af43e674,0,2021-09-12 15:54:58.514,6135ef32177046990b4cfdbc,6093b6caf37b7efe8424a474,1,2021-09-12 15:54:58.514
613e22de2e80ef52a0ae174c,609e231614dca82233ed7402,0,2021-09-12 15:55:10.493,6135f44aef0b8b9ce39bd458,6093b6caf37b7efe8424a474,1,2021-09-12 15:55:10.493
613e22e82e80ef52a0ae1f7e,609e4c6580ebfe3fc79814ce,0,2021-09-12 15:55:20.457,6135f951747b8142c7cdea74,6093b6caf37b7efe8424a474,1,2021-09-12 15:55:20.457
61489cf12e80ef52a0ebc7ee,6148926a031088f1e0bfd051,0,2021-09-20 14:38:41.136,61379f79a5eee9a2beafaac9,6093b6caf37b7efe8424a474,1,2021-09-20 14:38:41.136
61489ed72e80ef52a0ec2e4e,61489acfeaf6eaf1edbbfb6a,0,2021-09-20 14:46:47.451,6137a5e54b4fb1a2ad8f513e,6093b6caf37b7efe8424a474,1,2021-09-20 14:46:47.451
614c6c8a2e80ef52a05d3355,60d92f639b2c1d3c3e9b133f,0,2021-09-23 12:01:14.587,6137b65ceed6ba98c252d231,6093b6caf37b7efe8424a474,1,2021-09-23 12:01:14.587
614ebe1f2e80ef52a0889cc7,6099ebb90da1ae20f6d45311,0,2021-09-25 06:13:51.484,61331748ee5732a2c77acbab,6093b6caf37b7efe8424a474,1,2021-09-25 06:13:51.484
614ebe282e80ef52a0889cff,609a0c51fb46dc238dcfcb35,0,2021-09-25 06:14:00.801,61331a5f177046990b4c8903,6093b6caf37b7efe8424a474,1,2021-09-25 06:14:00.801
614ebe312e80ef52a0889d32,609b43dccf3cb4223190ba2c,0,2021-09-25 06:14:09.336,61331c58ef0b8b9ce39b2898,6093b6caf37b7efe8424a474,1,2021-09-25 06:14:09.336
