_id,version,code,district_type_kh,district_type_en,name_en,reference,issued_date,prefix,name,city_provinces,createdAt,updatedAt,__v,note
1905,1,1905,ស្រុក,District,Thala Barivat,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ថាឡាបរិវ៉ាត់,19,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
2506,1,2506,ក្រុង,Municipality,Suong,ព្រះរាជក្រិត្យលេខ ១៤៤៥,2013-12-30T17:00:00.000+0000,201,សួង,25,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,"អនុក្រឹត្យលេខ ២៣៤អនក្រ.បក ស្តីពីការបង្កើត ក្រុងសួង នៃខេត្តកំពង់ចាម, Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum"
2203,1,2203,ស្រុក,District,Chong Kal,,,202,ចុងកាល់,22,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
1205,1,1205,ខណ្ឌ,Khan,Dangkao,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,203,ដង្កោ,12,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
506,1,506,ស្រុក,District,Phnum Sruoch,លេខ​៤៩៣​ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ភ្នំស្រួច,5,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
1503,1,1503,ស្រុក,District,Krakor,លេខ​៤៩៣​ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ក្រគរ,15,2020-09-07 01:59:43.395,2020-09-07 01:59:43.395,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
2006,1,2006,ក្រុង,Municipality,Svay Rieng,១២ អនក្រ.បក,2009-01-08T17:00:00.000+0000,201,ស្វាយរៀង,20,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,ពីមុនជាស្រុកស្វាយរៀងតាមប្រកាសរបស់ក្រសួង​មហាផ្ទៃ លេខ​ ៤៩៣ ប្រ.ក.​​ ចុះថ្ងៃទី ៣០​ ខែមេសា ២០០៩ . បច្ចុប្បន្នប្តូរទៅជាក្រុងស្វាយរៀង
1305,1,1305,ស្រុក,District,Rovieng,លេខប្រកាស ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,រវៀង,13,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,
106,1,106,ក្រុង,Municipality,Serei Saophoan,អនុក្រឹត្យលេខ ១៦អនក្រ.បក,2009-01-08T17:00:00.000+0000,201,សិរីសោភ័ណ,1,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,អនុក្រឹត្យលេខ ១៦អនក្រ.បក ស្តីពីការប្តូរស្រុកសិរីសោភ័ណ ទៅជាក្រុងសិរីសោភ័ណ នៃខេត្តបន្ទាយមានជ័យ
706,1,706,ស្រុក,District,Kampong Trach,ប្រកាសលេខ ៤៩៣ ប្រ.ក របស់ក្រសួងមហាផ្ទៃ,2001-04-29T17:00:00.000+0000,202,កំពង់ត្រាច,7,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
205,1,205,ស្រុក,District,Aek Phnum,លេខ​៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ឯកភ្នំ,2,2020-09-07 01:59:43.401,2020-09-07 01:59:43.401,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
402,1,402,ស្រុក,District,Chol Kiri,ប្រកាសលេខ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ជលគីរី,4,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,
107,1,107,ស្រុក,District,Thma Puok,ប្រកាសលេខ ៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ថ្មពួក,1,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
2507,1,2507,ស្រុក,District,Tboung Khmum,Royal Degree 1445,2013-12-30T17:00:00.000+0000,202,ត្បូងឃ្មុំ,25,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum
2007,1,2007,ស្រុក,District,Svay Teab,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ស្វាយទាប,20,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១
2502,1,2502,ស្រុក,District,Krouch Chhmar,Royal Degree 1445,2013-12-30T17:00:00.000+0000,202,ក្រូចឆ្មារ,25,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum
2201,1,2201,ស្រុក,District,Anlong Veaeng,,,202,អន្លង់វែង,22,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
1410,1,1410,ក្រុង,Municipality,Prey Veng,០៩ អនក្រ.បក,2009-01-08T17:00:00.000+0000,201,ព្រៃវែង,14,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,ពីមុនជាស្រុកព្រៃវែងតាមប្រកាសរបស់ក្រសួងមហាផ្ទៃលេខ ៤៩៣ ប្រ.ក ចុះថ្ថៃទី៣០ ខែមេសា ឆ្នាំ២០០១ ប៉ុន្តៃបច្ចុន្បន្នប្ដូរទៅជាក្រុងព្រៃវែង
2001,1,2001,ស្រុក,District,Chantrea,៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ចន្ទ្រា,20,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
1308,1,1308,ក្រុង,Municipality,Preah Vihear,អនុក្រឹតលេខ ១១ អនក្រ.បក,2009-01-08T17:00:00.000+0000,201,ព្រះវិហារ,13,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,កាលពីមុនជាស្រុកត្បែងមានជ័យតាមប្រកាសលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១​ របស់ក្រសួងមហាផ្ទៃ បច្ចុន្បន្នជាក្រុងព្រះវិហារតាមអនុក្រឹតលេខ ១១ អនក្រ.បក ចុះថ្ងៃទី០៩ ខែមករា ឆ្នាំ២០០៩។
2101,1,2101,ស្រុក,District,Angkor Borei,លេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,អង្គរបូរី,21,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
314,1,314,ស្រុក,District,Srei Santhor,អនុក្រឹត្យលេខ ២៣៤អនក្រ.បក,2001-04-29T17:00:00.000+0000,202,ស្រីសន្ធរ,3,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
804,1,804,ស្រុក,District,Kaoh Thum,តាមប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,កោះធំ,8,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,ប្រកាសរបស់ក្រសួងមហាផ្ទៃ
109,1,109,ស្រុក,District,Malai,ប្រកាសលេខ ៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ម៉ាឡៃ,1,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
1803,1,1803,ស្រុក,District,Stueng Hav,អនុក្រឹត្យលេខ ០៧ អនក្រ.បក,2009-01-08T17:00:00.000+0000,202,ស្ទឹងហាវ,18,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,ត្រូវបានប្តូរខណ្ឌស្ទឹងហាវទៅជាស្រុកស្ទឹងហាវ
1103,1,1103,ស្រុក,District,Ou Reang,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,អូររាំង,11,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,
2008,1,2008,ក្រុង,Municipality,Bavet,២២៨ អនក្រ.បក,2008-12-29T17:00:00.000+0000,201,បាវិត,20,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,ពីមុនជាឃុំបាវិតនៅក្នុងដែនដីស្រុកចន្ទ្រាតាមប្រកាសរបស់ក្រសួងមហាផ្ទៃលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១ ប៉ុន្តៃបច្ចុន្បន្នជាក្រុងបាវិត
1902,1,1902,ស្រុក,District,Siem Bouk,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សៀមបូក,19,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
1403,1,1403,ស្រុក,District,Kampong Trabaek,លេខ​៤៩៣​ប្រ.ក,2001-04-29T17:00:00.000+0000,202,កំពង់ត្របែក,14,2020-09-07 01:59:43.395,2020-09-07 01:59:43.395,0,តាមប្រកាសក្រសួងមហាផ្ទៃលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១
208,1,208,ស្រុក,District,Sangkae,លេខ​៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សង្កែ,2,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
905,1,905,ស្រុក,District,Mondol Seima,ប្រកាសលេខ​ ៤៩៣ ប្រ.ក របស់ក្រសួងមហាផ្ទៃ,2001-04-29T17:00:00.000+0000,202,មណ្ឌលសីមា,9,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
806,1,806,ស្រុក,District,Lvea Aem,លេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ល្វាឯម,8,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
408,1,408,ស្រុក,District,Tuek Phos,ប្រកាសលេខ ៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ទឹកផុស,4,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,
809,1,809,ស្រុក,District,Ponhea Lueu,លេខ ៤៩​៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ពញាឮ,8,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,
907,1,907,ស្រុក,District,Thma Bang,ប្រកាសលេខ​ ៤៩៣ ប្រ.ក  របស់ក្រសួងមហាផ្ទៃ,2001-04-29T17:00:00.000+0000,202,ថ្មបាំង,9,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
1002,1,1002,ក្រុង,Municipality,Kracheh,អនុក្រឹតលេខ ១០ អនក្រ.បក,2009-01-08T17:00:00.000+0000,201,ក្រចេះ,10,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,កាលពីមុនជាស្រុកក្រចេះតាមប្រកាសលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១​ របស់ក្រសួងមហាផ្ទៃ បច្ចុន្បន្នជាក្រុងក្រចេះតាមអនុក្រឹតលេខ ១០ អនក្រ.បក ចុះថ្ងៃទី០៩ ខែមករា ឆ្នាំ២០០៩។
1204,1,1204,ខណ្ឌ,Khan,Tuol Kouk,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,203,ទួលគោក,12,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
1608,1,1608,ស្រុក,District,Ta Veaeng,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,តាវែង,16,2020-09-07 01:59:43.395,2020-09-07 01:59:43.395,0,
1903,1,1903,ស្រុក,District,Siem Pang,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សៀមប៉ាង,19,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
301,1,301,ស្រុក,District,Batheay,ប្រកាសលេខ ៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,បាធាយ,3,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,
1207,1,1207,ខណ្ឌ,Khan,Russey Keo,ប្រកាសលេខ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,203,ឫស្សីកែវ,12,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,ប្ដូរពីRusuessei Kaev ទៅ Russey Keo
1604,1,1604,ស្រុក,District,Koun Mom,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,កូនមុំ,16,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
1605,1,1605,ស្រុក,District,Lumphat,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,លំផាត់,16,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,
1711,1,1711,ស្រុក,District,Soutr Nikom,លេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សូទ្រនិគម,17,2020-09-07 01:59:43.395,2020-09-07 01:59:43.395,0,
602,1,602,ស្រុក,District,Kampong Svay,លេខប្រកាស ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,កំពង់ស្វាយ,6,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,
1214,1,1214,ខណ្ឌ,Khan,Kamboul,អនុក្រឹត្យលេខ០៤ អនក្រ.បក,2019-01-07T17:00:00.000+0000,203,កំបូល,12,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,កាត់យកសង្កាត់ចំនួន៦ពីខណ្ណពោធិសែនជ័យ
2107,1,2107,ស្រុក,District,Samraong,លេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សំរោង,21,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
1303,1,1303,ស្រុក,District,Choam Ksant,លេខប្រកាស ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ជាំក្សាន្ដ,13,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,
210,1,210,ស្រុក,District,Sampov Lun,លេខ​៤៩៣ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សំពៅលូន,2,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
211,1,211,ស្រុក,District,Phnum Proek,លេខ​៤៩៣​ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ភ្នំព្រឹក,2,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
701,1,701,ស្រុក,District,Angkor Chey,ប្រកាសលេខ៤៩៣​ ប្រ.ក  របស់ក្រសួងមហាផ្ទៃ,2001-04-29T17:00:00.000+0000,202,អង្គរជ័យ,7,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
1802,1,1802,ស្រុក,District,Prey Nob,អនុក្រឹត្យលេខ ០៧ អនក្រ.បក,2009-01-08T17:00:00.000+0000,202,ព្រៃនប់,18,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,ត្រូវបានប្តូរខណ្ឌព្រៃនប់ទៅជាស្រុកព្រៃនប់
1201,1,1201,ខណ្ឌ,Khan,Chamkar Mon,ប្រកាសលេខ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,203,ចំការមន,12,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
2105,1,2105,ស្រុក,District,Kaoh Andaet,៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,កោះអណ្ដែត,21,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
2302,1,2302,ក្រុង,Municipality,Kaeb,អនុក្រឹត្យលេខ ០៦​ អនក្រ.បក,2009-01-08T17:00:00.000+0000,201,កែប,23,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,ត្រូវបានប្តូរខណ្ឌកែបទៅជាក្រុងកែប
2004,1,2004,ស្រុក,District,Romeas Haek,៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,រមាសហែក,20,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
1704,1,1704,ស្រុក,District,Chi Kraeng,,,202,ជីក្រែង,17,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,
1804,1,1804,ស្រុក,District,Kampong Seila,ព្រះរាជក្រឹត្យលេខ នស/រកត/១២០៨/១៣៨៥,2008-12-21T17:00:00.000+0000,202,កំពង់សីលា,18,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,ត្រូវបានកាត់ស្រុកកំពង់សីលាទាំងមូលឱ្យមកខេត្តព្រះសីហនុ
1712,1,1712,ស្រុក,District,Srei Snam,លេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ស្រីស្នំ,17,2020-09-07 01:59:43.396,2020-09-07 01:59:43.396,0,
2005,1,2005,ស្រុក,District,Svay Chrum,តាមប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,ស្វាយជ្រំ,20,2020-09-07 01:59:43.397,2020-09-07 01:59:43.397,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១
204,1,204,ស្រុក,District,Bavel,លេខ​៤៩៣​ប្រ.ក,2001-04-29T17:00:00.000+0000,202,បវេល,2,2020-09-07 01:59:43.398,2020-09-07 01:59:43.398,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
811,1,811,ក្រុង,Municipality,Ta Khmau,២២៨ អនក្រ.បក,2008-12-29T17:00:00.000+0000,201,តាខ្មៅ,8,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,កាលពីមុនជាស្រុកតាខ្មៅតាមប្រកាសលេខ ៤៩៣ ប្រ.ក ចុះថ្ងៃទី៣០ ខែមេសា ឆ្នាំ២០០១​ របស់ក្រសួងមហាផ្ទៃ បច្ចុន្បន្នប្តូរជាក្រុងតាខ្មៅតាមអនុក្រឹតលេខ ២២៤ អនក្រ.បក ចុះថ្ងៃទី៣០ ខែធ្នូ ឆ្នាំ២០០៨។
214,1,214,ស្រុក,District,Rukh Kiri,លេខ​04អនក្រ.បក,2009-01-08T17:00:00.000+0000,202,រុក្ខគិរី,2,2020-09-07 01:59:43.399,2020-09-07 01:59:43.399,0,យោងតាមអនុក្រឹត្យលេខ​04អនក្រ.បក​ដោយកាត់យកឃុំព្រៃត្រឡាច​និងឃុំព្រែកជីក​របស់ស្រុកមោងឫស្សី​នៃខេត្តបាត់ដំបង
507,1,507,ស្រុក,District,Samraong Tong,លេខ​៤៩៣​ប្រ.ក,2001-04-29T17:00:00.000+0000,202,សំរោងទង,5,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
105,1,105,ស្រុក,District,Ou Chrov,ប្រកាសលេខ ៤៩៣ ប្រ.ក,2001-04-29T17:00:00.000+0000,202,អូរជ្រៅ,1,2020-09-07 01:59:43.400,2020-09-07 01:59:43.400,0,
