_id,status,player_id,device_name,device_os,students,refresh_token_id,createdAt,updatedAt,__v
609ce94324353d239ecf4d7e,1,027bbce7-69ce-4a6f-892c-bbddc19baf6d,Redmi: Redmi Note 8 Pro,Android,609ce9424042a820d2db051e,609ce942e253dce34664a9c8,2021-05-13 08:54:27.155,2021-05-13 08:54:27.155,0
61039d8f265538b85d6abb99,1,76a027fb-d7e8-436f-9658-768662ad152f,Xiaomi: Mi 9 Lite,Android,61039d8e2bf60cb8a69eb288,61039d8e9db1ba49023dafca,2021-07-30 06:34:55.649,2021-07-30 06:34:55.649,0
614060db21152d68e490b5b0,1,e6577981-0550-4bf3-b700-37ca2f9806ee,Xiaomi: Mi 9 Lite,Android,61039d8e2bf60cb8a69eb288,61406b27407a096cdcd93163,2021-09-14 08:44:11.517,2021-09-14 09:28:07.787,0
61406d50042194c2da98b371,1,011ba0d7-9dfe-45bb-9849-1e04db556872,OPPO: CPH2127,Android,61039d8e2bf60cb8a69eb288,614193d204c8aeeb77b71578,2021-09-14 09:37:20.385,2021-09-15 06:33:54.472,0
61419d1f9f544c68e5c8adf1,1,98bec52a-1b14-4626-9b2f-0497f7bfc13c,Xiaomi: Mi 9 Lite,Android,61039d8e2bf60cb8a69eb288,61419d1f407a096cdcd93167,2021-09-15 07:13:35.539,2021-09-15 07:13:35.539,0
