_id,status,course_discussions,up_vote,down_vote,students,message,version,createdAt,updatedAt,__v
60e2796001aa676d8cbaa8c1,-9,60e279540bdbaf7013716c1f,0,0,609cd1010cc1f1211953101c,<p>that's true</p>,1,2021-07-05 03:15:44.293,2021-07-05 03:15:49.782,0
