_id,list_no,districts,name,city_provinces,__v,createdAt,updatedAt,reference,status
60389ae534bbe619983cb334,1104,1404,វិ.ព្រះបាទនរោត្តម,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3d7,1267,1604,អនុ.តឺន,16,0,2021-02-26 06:53:25.865,2021-02-26 06:53:25.865,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb452,1390,1713,អនុ. ជប់រំដេង,17,0,2021-02-26 06:53:25.869,2021-02-26 06:53:25.869,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb4fa,1558,2102,អនុ. ថ្មស,21,0,2021-02-26 06:53:25.875,2021-02-26 06:53:25.875,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb49e,1466,1905,អនុ.អន្លង់ភេ,19,0,2021-02-26 06:53:25.872,2021-02-26 06:53:25.872,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb2cf,1003,1211,វិ. ជាស៊ីមឈូកវ៉ា,12,0,2021-02-26 06:53:25.853,2021-02-26 06:53:25.853,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb279,917,1005,វិ .ហស . ស្នួល,10,0,2021-02-26 06:53:25.849,2021-02-26 06:53:25.849,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3a6,1218,1503,អនុ.ថ្កោលអណ្តែត,15,0,2021-02-26 06:53:25.861,2021-02-26 06:53:25.861,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3df,1275,1605,វិ.ប៊ូថងអូរជុំ,16,0,2021-02-26 06:53:25.865,2021-02-26 06:53:25.865,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb332,1102,1403,អនុ.អន្សោង,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb377,1171,1413,អនុ.ឈជ.ស្វាយអាត់,14,0,2021-02-26 06:53:25.859,2021-02-26 06:53:25.859,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3f1,1293,1703,វិ . បន្ទាយស្រី,17,0,2021-02-26 06:53:25.866,2021-02-26 06:53:25.866,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb333,1103,1403,អនុ.សតហសកំពង់ត្របែក,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3fe,1306,1704,អនុ. ក្របីរៀល,17,0,2021-02-26 06:53:25.866,2021-02-26 06:53:25.866,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb308,1060,1306,អនុ.រអាង,13,0,2021-02-26 06:53:25.855,2021-02-26 06:53:25.855,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb396,1202,1501,អនុ.ដូងជ្រុំ,15,0,2021-02-26 06:53:25.860,2021-02-26 06:53:25.860,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3eb,1287,1701,អនុ.  គោល,17,0,2021-02-26 06:53:25.866,2021-02-26 06:53:25.866,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb30a,1062,1306,អនុ.ភ្នំត្បែង១,13,0,2021-02-26 06:53:25.856,2021-02-26 06:53:25.856,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb31d,1081,1402,វិ. ជាច,14,0,2021-02-26 06:53:25.856,2021-02-26 06:53:25.856,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb359,1141,1408,វិ. ព្រៃព្នៅ,14,0,2021-02-26 06:53:25.858,2021-02-26 06:53:25.858,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb37f,1179,1410,វិ.ហស.កំពង់លាវ,14,0,2021-02-26 06:53:25.860,2021-02-26 06:53:25.860,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3c4,1248,1506,អនុ.អន្លង់រាប,15,0,2021-02-26 06:53:25.864,2021-02-26 06:53:25.864,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3a8,1220,1503,អនុ.ស្នាអន្សា,15,0,2021-02-26 06:53:25.861,2021-02-26 06:53:25.861,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb341,1117,1405,អនុ. អំពិលទោល,14,0,2021-02-26 06:53:25.858,2021-02-26 06:53:25.858,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3c7,1251,1507,អនុវិ.ថ្លុកដង្កោ,15,0,2021-02-26 06:53:25.864,2021-02-26 06:53:25.864,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb40d,1321,1706,អនុ. ស្នួល,17,0,2021-02-26 06:53:25.867,2021-02-26 06:53:25.867,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb335,1105,1404,វិ.ស្វាយរមៀត,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb310,1068,1307,អនុ.ឈានមុខ,13,0,2021-02-26 06:53:25.856,2021-02-26 06:53:25.856,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb31f,1083,1402,អនុ. ព្រៃធំ,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb33d,1113,1405,វិ. ច័ន្ទគ្រឹស្នា,14,0,2021-02-26 06:53:25.858,2021-02-26 06:53:25.858,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb453,1391,1713,អនុ. ខ្នារក្រៅ,17,0,2021-02-26 06:53:25.869,2021-02-26 06:53:25.869,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb513,1583,2104,អនុ. ត្រយឹង,21,0,2021-02-26 06:53:25.876,2021-02-26 06:53:25.876,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb551,1645,2110,វិ.សអ.ព្រៃសណ្តែក,21,0,2021-02-26 06:53:25.878,2021-02-26 06:53:25.878,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb48e,1450,1903,អនុ.ព្រែកមាស,19,0,2021-02-26 06:53:25.871,2021-02-26 06:53:25.871,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb556,1650,2110,វិ. សអ. សន្លុង,21,0,2021-02-26 06:53:25.879,2021-02-26 06:53:25.879,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb4a4,1472,2001,អនុ. ចន្ទ្រា,20,0,2021-02-26 06:53:25.872,2021-02-26 06:53:25.872,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb544,1632,2109,វិ. អង្គរការ,21,0,2021-02-26 06:53:25.878,2021-02-26 06:53:25.878,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb44d,1385,1713,វិ. ស្វាយលើ,17,0,2021-02-26 06:53:25.869,2021-02-26 06:53:25.869,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb492,1454,1904,វិ. ហស.ស្ទឹងត្រែង,19,0,2021-02-26 06:53:25.872,2021-02-26 06:53:25.872,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb430,1356,1710,វិ.អារញ្ញសាគរCFC,17,0,2021-02-26 06:53:25.868,2021-02-26 06:53:25.868,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb474,1424,1802,អនុ. ទួលទទឹង,18,0,2021-02-26 06:53:25.871,2021-02-26 06:53:25.871,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb40e,1322,1706,អនុ. ប្រាសាទខ្នារ,17,0,2021-02-26 06:53:25.867,2021-02-26 06:53:25.867,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb371,1165,1409,អនុ.  ក្រសាំងចារ,14,0,2021-02-26 06:53:25.859,2021-02-26 06:53:25.859,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb314,1072,1401,វិ. ជាស៊ីមរក្សជ័យ,14,0,2021-02-26 06:53:25.856,2021-02-26 06:53:25.856,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3ba,1238,1505,អនុ.អូររកា,15,0,2021-02-26 06:53:25.864,2021-02-26 06:53:25.864,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb31a,1078,1401,អនុ. ស្ពឺ,14,0,2021-02-26 06:53:25.856,2021-02-26 06:53:25.856,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb388,1188,1412,អនុ. ព្នៅ,14,0,2021-02-26 06:53:25.860,2021-02-26 06:53:25.860,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb41b,1335,1707,អនុ. ត្រកៀត,17,0,2021-02-26 06:53:25.867,2021-02-26 06:53:25.867,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb30c,1064,1308,វិ.ហស​​ ហ្មសែត,13,0,2021-02-26 06:53:25.856,2021-02-26 06:53:25.856,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb328,1092,1403,វិ.បនហស.កំពង់ត្របែក,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3f3,1295,1703,វិ. រុនតាឯក,17,0,2021-02-26 06:53:25.866,2021-02-26 06:53:25.866,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3f4,1296,1703,អនុ. រំចេក,17,0,2021-02-26 06:53:25.866,2021-02-26 06:53:25.866,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb34b,1127,1406,អនុ. ព្រែកសំបូរ,14,0,2021-02-26 06:53:25.858,2021-02-26 06:53:25.858,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3f6,1298,1703,អនុ. ឃុនរាម,17,0,2021-02-26 06:53:25.866,2021-02-26 06:53:25.866,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3a5,1217,1503,វិ.ឈើតុំ,15,0,2021-02-26 06:53:25.861,2021-02-26 06:53:25.861,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb2ea,1030,1303,អនុ. ត្មាតប៉ើយ,13,0,2021-02-26 06:53:25.854,2021-02-26 06:53:25.854,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb329,1093,1403,អនុ. ថ្នាខាន់,14,0,2021-02-26 06:53:25.857,2021-02-26 06:53:25.857,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb37d,1177,1413,អនុ. សេរីឧត្តម,14,0,2021-02-26 06:53:25.860,2021-02-26 06:53:25.860,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb2ee,1034,1303,អនុ. ជាំស្រែ,13,0,2021-02-26 06:53:25.855,2021-02-26 06:53:25.855,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3a4,1216,1503,អនុ.កោះរំដួល,15,0,2021-02-26 06:53:25.861,2021-02-26 06:53:25.861,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb4db,1527,2005,អនុ. បាសាក់,20,0,2021-02-26 06:53:25.874,2021-02-26 06:53:25.874,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb437,1363,1710,អនុ.ពោធិ៏បន្ទាយជ័យ,17,0,2021-02-26 06:53:25.868,2021-02-26 06:53:25.868,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb45d,1401,1712,អនុ. ធ្លក,17,0,2021-02-26 06:53:25.870,2021-02-26 06:53:25.870,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb55a,1654,2110,អនុ. សអ. ប្រាំបីមុំ,21,0,2021-02-26 06:53:25.879,2021-02-26 06:53:25.879,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb53b,1623,2107,អនុ.អង្គសូឃ្លាំង,21,0,2021-02-26 06:53:25.878,2021-02-26 06:53:25.878,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb511,1581,2104,អនុ. វត្តលើ ,21,0,2021-02-26 06:53:25.876,2021-02-26 06:53:25.876,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb555,1649,2110,វិ.ហស.ពោធិអំពិល,21,0,2021-02-26 06:53:25.879,2021-02-26 06:53:25.879,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb48f,1451,1903,អនុ.ស្រែសំបូរ,19,0,2021-02-26 06:53:25.871,2021-02-26 06:53:25.871,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb51a,1590,2105,អនុ. ព្រៃយុថ្កា,21,0,2021-02-26 06:53:25.876,2021-02-26 06:53:25.876,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb445,1377,1711,វិ.  ខ្នារពោធិ៏,17,0,2021-02-26 06:53:25.869,2021-02-26 06:53:25.869,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb2d9,1013,1301,អនុ. ឆ្មា,13,0,2021-02-26 06:53:25.854,2021-02-26 06:53:25.854,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb280,924,1005,អនុ.ក្រញូងសែនជ័យ,10,0,2021-02-26 06:53:25.851,2021-02-26 06:53:25.851,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb3da,1270,1609,អនុ.ការចូន,16,0,2021-02-26 06:53:25.865,2021-02-26 06:53:25.865,School list Khmer 2019-2020.xlsx,1.0
60389ae534bbe619983cb2f8,1044,1305,វិ. រវៀង,13,0,2021-02-26 06:53:25.855,2021-02-26 06:53:25.855,School list Khmer 2019-2020.xlsx,1.0
