_id,status,name,type,createdAt,updatedAt,__v
5ef580924e0f101fc039453f,1,អនុវិទ្យាល័យ,secondary_school,2020-06-26 04:58:58.357,2020-06-26 04:58:58.357,0
5ef5807f4e0f101fc039453e,1,បឋមសិក្សា,primary_school,2020-06-26 04:58:39.495,2020-07-22 09:11:50.174,0
5ef5809b4e0f101fc0394540,1,វិទ្យាល័យ,high_school,2020-06-26 04:59:07.476,2020-06-26 04:59:07.476,0
