_id,course_contents,students,__v,createdAt,is_completed,quiz,status,updatedAt,to_resume,watch_duration
609bf87edfd028e106dd152c,609b60f022aa5420dbc73c17,6095728f83c32a0468b97de0,0,2021-05-12 15:47:10.347,False,[],1.0,2021-05-12 15:47:24.764,850.0,850.0
609bf891dfd028e106dd1651,609b7df8ff44b03aae604c9e,6095728f83c32a0468b97de0,0,2021-05-12 15:47:29.583,False,[],1.0,2021-07-11 13:01:00.099,985.0,1205.0
609bf8badfd028e106dd1847,6099f943fb46dc238dcfcb29,6095728f83c32a0468b97de0,0,2021-05-12 15:48:10.630,False,[],1.0,2021-05-12 15:48:34.233,1505.0,1505.0
609bf8d9dfd028e106dd1bd8,609a0116b4292520f5a29bdf,6095728f83c32a0468b97de0,0,2021-05-12 15:48:41.208,False,[],1.0,2021-05-12 15:48:46.211,350.0,350.0
609bfbeedfd028e106dd7c8d,609a35b0d4924a2203109168,6098dab798a1111330b7623c,0,2021-05-12 16:01:50.556,False,[],1.0,2021-05-12 16:02:53.721,3360.0,3360.0
609bfc35dfd028e106dd8600,609b85e8a3a9e320d7e3056e,6098dab798a1111330b7623c,0,2021-05-12 16:03:01.088,False,[],1.0,2021-05-12 16:04:32.023,30.0,30.0
609bfc98dfd028e106dd9ae1,609b5d8349865223af42dab9,6098dab798a1111330b7623c,0,2021-05-12 16:04:40.159,False,[],1.0,2021-05-12 16:09:25.464,2475.0,2720.0
609bfcd2dfd028e106dd9cc6,609b9d8377dc942215bd6791,6098dab798a1111330b7623c,0,2021-05-12 16:05:38.058,False,[],1.0,2021-05-12 16:16:18.685,170.0,170.0
609c8cc8dfd028e1060507bf,609b5355d5c7ff20b2402bf9,6098d70301c156105d56a587,0,2021-05-13 02:19:52.584,False,[],1.0,2021-05-13 03:40:34.494,185.0,345.0
609c934cdfd028e106073d34,6098cd1dada1c61054aba5d9,609c92c32addc520e61d2f28,0,2021-05-13 02:47:40.749,False,[],1.0,2021-10-08 03:57:25.558,65.0,215.0
609c9fbddfd028e106122b68,609b55ffff44b03aae603456,6098d70301c156105d56a587,0,2021-05-13 03:40:45.638,False,[],1.0,2021-05-13 03:42:25.617,165.0,165.0
609cd254dfd028e10624c8ec,6098cd1dada1c61054aba5d9,609cd1010cc1f1211953101c,0,2021-05-13 07:16:36.706,False,[],1.0,2021-05-13 07:39:44.409,540.0,540.0
609cd7e7dfd028e10627fe22,609a35b0d4924a2203109168,609cd1010cc1f1211953101c,0,2021-05-13 07:40:23.397,False,[],1.0,2021-05-13 07:40:58.157,1055.0,1055.0
609d1fa3dfd028e10674f253,6098c923d94610c6634ed987,609a5468f1da7321f5f94d55,0,2021-05-13 12:46:27.244,False,[],1.0,2021-05-13 12:46:32.218,10.0,10.0
609d2008dfd028e1067502ac,609cca620cc1f12119531012,6098d8a0a33c5c13108d8ee0,0,2021-05-13 12:48:08.203,False,[],1.0,2021-05-13 12:49:02.533,80.0,80.0
609d2047dfd028e106750b41,609ccba8580af920dfed4927,6098d8a0a33c5c13108d8ee0,0,2021-05-13 12:49:11.459,False,[],1.0,2021-05-13 12:49:15.855,195.0,195.0
609d2681dfd028e106760735,6099e7342addc520e61c7a87,6098d8a0a33c5c13108d8ee0,0,2021-05-13 13:15:45.343,False,[],1.0,2021-05-13 13:17:01.707,145.0,145.0
609dde49dfd028e106934694,609d3ed54042a820d2db362f,6098d70301c156105d56a587,0,2021-05-14 02:19:53.776,False,[],1.0,2021-05-19 08:22:20.696,380.0,380.0
609de207dfd028e106935ec8,6098da2fa6240712fd2b8ae6,609de1e958404120e038aea7,0,2021-05-14 02:35:51.352,True,[],1.0,2021-05-14 02:39:36.294,1535.0,1535.0
609e3afbdfd028e106ce0003,609e189d0cc1f121195392b3,6098d8a0a33c5c13108d8ee0,0,2021-05-14 08:55:23.428,False,[],1.0,2021-05-14 08:55:23.428,5.0,5.0
609e3b0ddfd028e106ce00a2,609e1a6e2addc520e61d980c,6098d8a0a33c5c13108d8ee0,0,2021-05-14 08:55:41.905,False,[],1.0,2021-05-14 08:55:41.905,5.0,5.0
609e3b2adfd028e106ce3920,609e19fedc5f85220999d341,6098d8a0a33c5c13108d8ee0,0,2021-05-14 08:56:10.641,False,[],1.0,2021-05-14 08:56:10.641,5.0,5.0
609e3b74dfd028e106ced5af,609e19bc7a0916221d3e6fd8,6098d8a0a33c5c13108d8ee0,0,2021-05-14 08:57:24.065,False,[],1.0,2021-05-14 09:07:17.955,5.0,5.0
609e3d9cdfd028e106d177da,609e198022aa5420dbc7fdd4,6098d8a0a33c5c13108d8ee0,0,2021-05-14 09:06:36.496,False,[],1.0,2021-05-14 09:06:54.959,55.0,55.0
609e3db5dfd028e106d1a5ac,609e195b5436ed23b6c8a949,6098d8a0a33c5c13108d8ee0,0,2021-05-14 09:07:01.466,False,[],1.0,2021-05-14 09:07:06.391,10.0,10.0
609e416edfd028e106d35596,6098c457d94610c6634eccae,609e406b2addc520e61db13f,0,2021-05-14 09:22:54.555,False,[],1.0,2021-05-14 09:23:07.930,15.0,15.0
609e435fdfd028e106d71d90,609a35b0d4924a2203109168,6095728f83c32a0468b97de0,0,2021-05-14 09:31:11.727,False,[],1.0,2021-07-04 05:08:39.766,10.0,2940.0
609e4418dfd028e106d743d4,609b928bfb46dc238dd05402,6095728f83c32a0468b97de0,0,2021-05-14 09:34:16.403,False,[],1.0,2021-05-14 09:37:50.597,1470.0,1470.0
609e44f9dfd028e106d75669,609b94610cc1f1211952f59e,6095728f83c32a0468b97de0,0,2021-05-14 09:38:01.165,False,[],1.0,2021-05-14 09:38:35.075,420.0,420.0
609e4545dfd028e106d76fc0,609d09510da1ae20f6d4e0f5,6095728f83c32a0468b97de0,0,2021-05-14 09:39:17.303,False,[],1.0,2021-07-03 16:39:21.738,225.0,345.0
609e6ba6dfd028e106e5f3ab,609d3ed54042a820d2db362f,609e6b920da1ae20f6d51eb9,0,2021-05-14 12:23:02.625,False,[],1.0,2021-05-14 12:23:02.625,75.0,75.0
609f5b51cbbec8f8078de185,6099565f3b9f07101f937f4c,6098d6f5a6240712fd2b8ae2,0,2021-05-15 05:25:37.888,False,[],1.0,2021-05-15 05:25:37.888,5.0,5.0
609fcd87cbbec8f807a9726a,6098cfb5d94610c6634ed98a,609c92c32addc520e61d2f28,0,2021-05-15 13:32:55.750,False,[],1.0,2021-05-30 16:27:28.946,35.0,1170.0
60a08abdcbbec8f807adc5b9,609a35b0d4924a2203109168,609a8bda0da1ae20f6d4535b,0,2021-05-16 03:00:13.369,False,[],1.0,2021-05-16 03:03:49.377,705.0,705.0
60a0ce92cbbec8f807af619f,609e2398ff44b03aae610909,6098d8a0a33c5c13108d8ee0,0,2021-05-16 07:49:38.574,False,[],1.0,2021-05-16 07:53:08.512,215.0,215.0
60a0cf6dcbbec8f807af692d,609e24c40cc1f121195392bd,6098d8a0a33c5c13108d8ee0,0,2021-05-16 07:53:17.110,False,[],1.0,2021-05-16 07:53:46.966,1000.0,1000.0
60a0cf9fcbbec8f807af6a92,609e25b377dc942215bdfe9a,6098d8a0a33c5c13108d8ee0,0,2021-05-16 07:54:07.740,False,[],1.0,2021-05-16 07:54:25.517,1470.0,1470.0
60a0d019cbbec8f807af6f29,6098f25e52ca27131ecd2498,6098d8a0a33c5c13108d8ee0,0,2021-05-16 07:56:09.925,False,[],1.0,2021-05-16 07:56:09.925,5.0,5.0
60a20d0bcbbec8f807ba579a,6098c457d94610c6634eccae,60a20cea690415b469246fea,0,2021-05-17 06:28:27.957,False,[],1.0,2021-05-17 06:30:02.936,100.0,100.0
60a20d98cbbec8f807baa98c,609cf8be759b4720d1edd05e,60a20cea690415b469246fea,0,2021-05-17 06:30:48.966,False,[],1.0,2021-05-17 06:32:58.932,135.0,135.0
60a23cbbcbbec8f807c8f4df,609b4e71d4924a220310ceca,60a23b75371c4eb4837060e8,0,2021-05-17 09:51:55.719,False,[],1.0,2021-05-17 09:53:53.983,185.0,185.0
60a245e8cbbec8f807c9384a,609a3b9758404120e037be0b,60a23b75371c4eb4837060e8,0,2021-05-17 10:31:04.669,False,[],1.0,2021-05-17 10:32:19.555,260.0,445.0
60a246a6cbbec8f807c93e46,6098c4ff84286213144b4543,6098d8a0a33c5c13108d8ee0,0,2021-05-17 10:34:14.181,False,[],1.0,2021-05-17 10:35:06.862,5.0,75.0
60a2472dcbbec8f807c942ed,609e43356d3ba12100e86123,6098d8a0a33c5c13108d8ee0,0,2021-05-17 10:36:29.897,False,[],1.0,2021-05-17 10:41:09.456,210.0,210.0
60a24750cbbec8f807c94428,609f687c77dc942215be10f0,6098d8a0a33c5c13108d8ee0,0,2021-05-17 10:37:04.245,False,[],1.0,2021-05-17 10:37:34.163,35.0,35.0
60a24cdfcbbec8f807c96d10,6098cd58e67a671035d8c0b1,60a24aa402e2e9b08ea56453,0,2021-05-17 11:00:47.401,False,[],1.0,2021-05-17 11:01:11.801,15.0,15.0
60a24f6acbbec8f807c97f34,6098c5ee572591105f050865,60a24aa402e2e9b08ea56453,0,2021-05-17 11:11:38.434,False,[],1.0,2021-05-17 11:11:43.345,10.0,10.0
60a273e9cbbec8f807cb056e,609b5d8349865223af42dab9,6095728f83c32a0468b97de0,0,2021-05-17 13:47:21.893,False,[],1.0,2021-05-17 13:47:37.506,240.0,240.0
60a36b5acbbec8f807d89e6c,6098c457d94610c6634eccae,6098d6d460c9d01330ba6ea0,0,2021-05-18 07:23:06.645,False,[],1.0,2021-05-18 07:25:02.654,20.0,950.0
60a6272acbbec8f807003b93,6098c457d94610c6634eccae,60a6270ec46b4cb489c1062b,0,2021-05-20 09:08:58.373,False,[],1.0,2021-05-25 07:41:23.492,490.0,970.0
60aa4ef2cbbec8f80726a5d9,60a60ea6f2c643b478a845f4,6098d8a0a33c5c13108d8ee0,0,2021-05-23 12:47:46.200,False,[],1.0,2021-05-23 12:49:14.207,210.0,210.0
60aa4f53cbbec8f80726a870,60a60f161f8dcdb3bd293267,6098d8a0a33c5c13108d8ee0,0,2021-05-23 12:49:24.002,False,[],1.0,2021-05-23 12:49:24.002,40.0,40.0
60ab0270cbbec8f8072ad25c,6098bf3ab956201341738e2f,60ab01eba52a74b3cf449304,0,2021-05-24 01:33:36.873,False,[],1.0,2021-05-24 01:34:01.816,30.0,30.0
60ab02adcbbec8f8072ad3ec,6098db8a3b9f07101f93724b,60ab01eba52a74b3cf449304,0,2021-05-24 01:34:37.599,False,[],1.0,2021-05-24 01:34:37.599,5.0,5.0
60ab63becbbec8f8072d14f7,6099565f3b9f07101f937f4c,60ab63a63bef09b497396cfd,0,2021-05-24 08:28:46.638,False,[],1.0,2021-05-24 08:31:06.929,145.0,145.0
60acbe5ccbbec8f8075094d0,609a383b24353d239ece0b4e,6098d8a0a33c5c13108d8ee0,0,2021-05-25 09:07:40.058,False,[],1.0,2021-05-25 09:07:40.058,5.0,5.0
60acc7f3cbbec8f807552036,609f68a66d3ba12100e86130,60acc7e20fde2d6731eb4665,0,2021-05-25 09:48:35.656,False,[],1.0,2021-05-25 09:48:53.258,70.0,165.0
60acc80bcbbec8f8075570e8,609f683f9fd21b23c34aabad,60acc7e20fde2d6731eb4665,0,2021-05-25 09:48:59.757,False,[],1.0,2021-05-25 09:49:52.464,35.0,145.0
60acc818cbbec8f807557148,609e43356d3ba12100e86123,60acc7e20fde2d6731eb4665,0,2021-05-25 09:49:12.134,False,[],1.0,2021-05-25 09:49:16.013,740.0,740.0
60acc82bcbbec8f80755b65d,609f693924353d239ecff02b,60acc7e20fde2d6731eb4665,0,2021-05-25 09:49:31.493,False,[],1.0,2021-05-25 09:50:01.630,35.0,45.0
60ad3a82cbbec8f8075bf53b,60a717d2c46b4cb489c10638,6098d8a0a33c5c13108d8ee0,0,2021-05-25 17:57:22.259,True,[],1.0,2021-05-25 17:59:07.327,905.0,905.0
60ad3afbcbbec8f8075bf819,60a71760b298b6b4722c97dd,6098d8a0a33c5c13108d8ee0,0,2021-05-25 17:59:23.504,False,[],1.0,2021-05-25 17:59:43.319,1005.0,1005.0
60ad3b26cbbec8f8075bf9b5,609d6a22580af920dfed64bf,6098d8a0a33c5c13108d8ee0,0,2021-05-25 18:00:06.782,True,[],1.0,2021-05-25 18:00:39.092,2695.0,2695.0
60ad3b5dcbbec8f8075bfc97,609ceaa2b0a428210f5e3d41,6098d8a0a33c5c13108d8ee0,0,2021-05-25 18:01:01.053,False,[],1.0,2021-05-25 18:01:07.799,2660.0,2660.0
60ae075bcbbec8f80760b9d3,6098fd055836b51311fe3a73,6098d8a0a33c5c13108d8ee0,0,2021-05-26 08:31:23.038,False,[],1.0,2021-05-26 08:33:07.885,110.0,110.0
60aefa82cbbec8f807667d1d,6098c457d94610c6634eccae,60aefa2d37fe2467bc0c793d,0,2021-05-27 01:48:50.795,False,[],1.0,2021-05-27 02:00:59.849,5.0,10.0
60af560ecbbec8f8076b85c7,609d09510da1ae20f6d4e0f5,6098d6f5a6240712fd2b8ae2,0,2021-05-27 08:19:25.998,False,[],1.0,2021-05-27 08:19:25.998,5.0,5.0
60b0ae39cbbec8f8077f6fc6,60a212e23a8fdab3cdac50fb,6098d8a0a33c5c13108d8ee0,0,2021-05-28 08:47:53.904,False,[],1.0,2021-05-28 08:48:21.921,90.0,90.0
60b1b05ecbbec8f807856f5c,6098c5ee572591105f050865,60aefa2d37fe2467bc0c793d,0,2021-05-29 03:09:18.457,False,[],1.0,2021-06-25 07:15:43.851,40.0,90.0
60b1ffb3cbbec8f807874b78,609e43356d3ba12100e86123,60ab63a63bef09b497396cfd,0,2021-05-29 08:47:47.208,False,[],1.0,2021-05-29 09:44:51.481,1085.0,1085.0
60b200f0cbbec8f8078755b9,609f717158404120e039176b,60ab63a63bef09b497396cfd,0,2021-05-29 08:53:04.793,False,[],1.0,2021-05-29 08:55:07.484,260.0,260.0
60b33bb2cbbec8f8079a03ce,609c89edcf3cb4223190d5fd,609cd1010cc1f1211953101c,0,2021-05-30 07:16:02.831,False,[],1.0,2021-05-31 01:26:20.527,10.0,10.0
60b50714cbbec8f807a4b822,60ac6d9623255d6723b32d76,6098d8a0a33c5c13108d8ee0,0,2021-05-31 15:56:04.316,False,[],1.0,2021-05-31 15:56:09.331,50.0,50.0
60b727becbbec8f807b1532e,609bf00d14dca82233ecf946,6098d8a0a33c5c13108d8ee0,0,2021-06-02 06:39:58.770,False,[],1.0,2021-06-02 06:40:58.789,65.0,65.0
60b731eecbbec8f807b192f7,60a205f9c01e7ab49155b108,6098d8a0a33c5c13108d8ee0,0,2021-06-02 07:23:26.855,False,[],1.0,2021-06-02 07:23:48.569,10.0,40.0
60b85ef8cbbec8f807ba563a,60b85eb9b7e0ea67ef830e68,6098d70301c156105d56a587,0,2021-06-03 04:47:52.688,False,[],1.0,2021-06-03 04:48:32.458,1410.0,1410.0
60b9999fcbbec8f807c1a88d,6098b85a23a6ae1348ac2ea0,6098d8a0a33c5c13108d8ee0,0,2021-06-04 03:10:23.373,False,[],1.0,2021-07-02 12:28:29.558,25.0,1990.0
60b999e6cbbec8f807c1ab1e,60b85eb9b7e0ea67ef830e68,6098d8a0a33c5c13108d8ee0,0,2021-06-04 03:11:34.874,False,[],1.0,2021-06-04 03:12:14.795,45.0,45.0
60b99ab2cbbec8f807c1b1ea,6098d9bba33c5c13108d8ee5,6098d8a0a33c5c13108d8ee0,0,2021-06-04 03:14:58.730,False,[],1.0,2021-06-04 03:15:06.954,565.0,565.0
60b9a9e5cbbec8f807c2109f,6099ec4cf1da7321f5f922c2,6098d8a0a33c5c13108d8ee0,0,2021-06-04 04:19:49.338,False,[],1.0,2021-06-04 04:20:15.466,145.0,145.0
60c04608cbbec8f807e90ec8,609d3ed54042a820d2db362f,60c045e96d67c06027830800,0,2021-06-09 04:39:36.031,False,[],1.0,2021-06-09 04:40:42.000,1335.0,1335.0
60c81664cbbec8f80717418f,609b5355d5c7ff20b2402bf9,60a20cea690415b469246fea,0,2021-06-15 02:54:28.130,False,[],1.0,2021-06-16 02:18:06.975,15.0,190.0
60c96b10cbbec8f8071f613a,609b57e91b20a621f760e860,60a23b75371c4eb4837060e8,0,2021-06-16 03:08:00.532,False,[],1.0,2021-06-16 03:08:10.512,15.0,15.0
60cde235cbbec8f807ef2eac,60cde1ab2290b18942ef5749,6098d8a0a33c5c13108d8ee0,0,2021-06-19 12:25:25.822,False,[],1.0,2021-06-19 12:25:25.822,80.0,80.0
60cde23ecbbec8f807ef2f32,60cddfceed8ee5e74ad57424,6098d8a0a33c5c13108d8ee0,0,2021-06-19 12:25:34.924,False,[],1.0,2021-06-19 12:26:44.884,75.0,75.0
60d0503ecbbec8f807cea952,60d03655d2ccc9e5919ee1b9,60d04fc165b882e577d622af,0,2021-06-21 08:39:26.164,False,[],1.0,2021-06-21 08:39:38.553,55.0,55.0
60d05053cbbec8f807cedf36,60d03691a8b9a4e76c7c445d,60d04fc165b882e577d622af,0,2021-06-21 08:39:47.688,False,[],1.0,2021-06-21 08:39:54.643,30.0,30.0
60d0c087cbbec8f80770a7a0,60d050dc0c4ed7e597417b07,6098d8a0a33c5c13108d8ee0,0,2021-06-21 16:38:31.687,False,[],1.0,2021-06-21 16:40:10.918,145.0,145.0
60d0c0fdcbbec8f80772069b,60d062079ceaeae7c66708ae,6098d8a0a33c5c13108d8ee0,0,2021-06-21 16:40:28.998,False,[],1.0,2021-06-21 16:43:08.942,165.0,165.0
60d1a8c1cbbec8f807e33857,60cee2893ddad08ba4e5256a,60acc7e20fde2d6731eb4665,0,2021-06-22 09:09:21.383,False,[],1.0,2021-10-19 07:17:00.004,15.0,5.0
60d1a8eccbbec8f807e3c040,60d050dc0c4ed7e597417b07,60acc7e20fde2d6731eb4665,0,2021-06-22 09:10:04.557,False,[],1.0,2021-06-22 09:10:04.557,5.0,5.0
60d1a99bcbbec8f807e5a4ba,60d053fe86997de78c67fbad,6098d8a0a33c5c13108d8ee0,0,2021-06-22 09:12:59.570,False,[],1.0,2021-06-22 09:13:40.348,750.0,750.0
60d1b21acbbec8f807ee0e88,60d141e0206f6ae5806c188d,60d1b18265b882e577d76b76,0,2021-06-22 09:49:14.643,False,[],1.0,2021-06-22 09:50:39.512,225.0,225.0
60d1b3a2cbbec8f807ef3fcf,609cf7d51b20a621f761f7eb,60d1b18265b882e577d76b76,0,2021-06-22 09:55:46.619,False,[],1.0,2021-06-22 09:56:50.789,480.0,480.0
60d1fe0fcbbec8f80718134e,609e189d0cc1f121195392b3,60d1fdd69b2c1d3c3e97aac5,0,2021-06-22 15:13:19.225,False,[],1.0,2021-06-22 15:13:58.056,90.0,90.0
60d32544cbbec8f807ec5fa3,609ceb2ecf3cb422319114b8,60d324f612cae8e759e6654f,0,2021-06-23 12:12:52.964,False,[],1.0,2021-06-23 12:12:53.133,975.0,975.0
60d3e832cbbec8f8073eabb0,60d2fe681b6d5fe571af1e0e,60c816dfb84b7b67b6b10b3f,0,2021-06-24 02:04:34.467,False,[],1.0,2021-06-30 02:44:31.539,4510.0,4510.0
60d4332ecbbec8f8079e1585,60ceeb8febdc05e39ddf03b1,60d432593d549f33ea080463,0,2021-06-24 07:24:30.293,False,[],1.0,2021-06-24 07:25:24.980,60.0,60.0
60d4337dcbbec8f8079e638b,60cee5fed47eb4e36bb39c81,60d432593d549f33ea080463,0,2021-06-24 07:25:49.771,False,[],1.0,2021-06-24 07:25:59.662,15.0,15.0
60d44510cbbec8f807ac132b,609a35b0d4924a2203109168,60d4447feac6d6f0423c9243,0,2021-06-24 08:40:48.241,False,[],1.0,2021-06-24 08:41:52.961,70.0,70.0
