_id,status,name,subjects,education_levels,start_date,end_date,dashboard_video,resources,schools,createdAt,updatedAt,__v
60ca38270c4ed7e59740dd78,-9,Test,60949f1d0e6d953e6c5472ef,5ef6c8ff9fe01616bc0e30a0,2021-06-16 17:42:48.009,2021-06-16 17:42:56.696,https://web.facebook.com/cdde.org/videos/344693860337156,[],6093b6caf37b7efe8424a474,2021-06-16 17:43:03.343,2021-06-16 17:44:34.250,0
60ca38ac0bf268e35dce2e3b,-9,Test,60949f1d0e6d953e6c5472ef,5ef6c8ff9fe01616bc0e30a0,2021-06-16 17:45:12.912,2021-06-16 17:45:14.728,https://www.youtube.com/watch?v=wCHm5SdNO5U&list=PLSQl0a2vh4HDERCw_ddanXbsDpFWcpL-S,[],6093b6caf37b7efe8424a474,2021-06-16 17:45:16.936,2021-06-17 11:02:34.543,0
60ca3921fcf703e758683ea0,-9,Test,60949f1d0e6d953e6c5472ef,5ef6c8ff9fe01616bc0e30a0,2021-06-16 17:46:58.233,2021-06-16 17:47:03.201,https://www.youtube.com/watch?v=wCHm5SdNO5U&list=PLSQl0a2vh4HDERCw_ddanXbsDpFWcpL-S,[],6093b6caf37b7efe8424a474,2021-06-16 17:47:13.155,2021-06-17 11:02:28.491,0
60cb2c06991c55e7a53289fd,-9,Test,60b39536cbbec8f8079c1c41,5ef6c8ff9fe01616bc0e30a0,2021-06-17 11:03:29.009,2021-06-17 11:03:31.424,https://www.youtube.com/watch?v=FUgFq4eDfQw&list=RDFUgFq4eDfQw&start_radio=1,[],6093b6caf37b7efe8424a474,2021-06-17 11:03:34.600,2021-06-17 11:06:24.116,0
60cb2c6cc20f0de793a6f5a2,-9,Test,60b39536cbbec8f8079c1c41,5ef6c8ff9fe01616bc0e30a0,2021-06-16 23:05:03.689,2021-06-17 11:05:12.704,https://www.youtube.com/watch?v=_N0ychsNAXE,[],6093b6caf37b7efe8424a474,2021-06-17 11:05:16.331,2021-06-17 11:06:18.336,0
