_id,status,sender_staffs,notification_type,message,receiver_students,announcements,__v,createdAt,updatedAt
60dae06202c9e67053c05d6a,2,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,60d44db5e66a9ee5ab4227e6,60dae06102c9e67053c05d5b,0,2021-06-29 08:57:06.126,2021-07-16 03:18:18.627
60dae06202c9e67053c05d6c,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,60d4368915dd63efc168efca,60dae06102c9e67053c05d5b,0,2021-06-29 08:57:06.127,2021-06-29 08:57:06.127
60dae06202c9e67053c05d74,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,60d1fdd69b2c1d3c3e97aac5,60dae06102c9e67053c05d5b,0,2021-06-29 08:57:06.127,2021-06-29 08:57:06.127
60dae06202c9e67053c05d78,2,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,60c816dfb84b7b67b6b10b3f,60dae06102c9e67053c05d5b,0,2021-06-29 08:57:06.128,2021-06-30 02:37:58.202
60dae06202c9e67053c05d8b,2,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,60a20cea690415b469246fea,60dae06102c9e67053c05d5b,0,2021-06-29 08:57:06.130,2021-09-11 04:05:56.234
60dd2368ae2c1c7035ad5c71,2,,createDiscussion,commented on your course,,,0,2021-07-01 02:07:36.539,2021-08-25 11:12:01.744
60dd24a1387fdc1d453acc37,2,,createDiscussion,commented on your course,,,0,2021-07-01 02:12:49.630,2021-08-25 11:13:32.079
60e279540bdbaf7013716c20,1,,createDiscussion,commented on your course,,,0,2021-07-05 03:15:32.341,2021-07-05 03:15:32.341
60f6a87c3f23edba1906cd7c,1,,createDiscussion,commented on your course,,,0,2021-07-20 10:42:04.766,2021-07-20 10:42:04.766
613ec84f3cf8d7cb2fdcc8f9,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613e1bd7641997cb21527a24,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.931,2021-09-13 03:41:03.931
613ec84f3cf8d7cb2fdcc8fa,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613e06ae7353286552a0fc6e,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc8fb,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613dd28cf6ea77d026a6c459,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc8fc,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613dcb1239ef3fcafde5599f,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc8fd,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613dcab3b5d12bcb1d897fb8,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc8fe,2,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613b83c7ce001477228ffe0a,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-20 11:02:30.661
613ec84f3cf8d7cb2fdcc8ff,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613b2135b31fdeb61ded884c,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc900,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613ad4492c558b9cddcb9853,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc901,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6139db80c8daac98c84978a2,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-13 03:41:03.932
613ec84f3cf8d7cb2fdcc902,2,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6139cc5ad8f31e42b5ec5360,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.932,2021-09-27 02:01:44.528
613ec84f3cf8d7cb2fdcc903,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613726094b4fb1a2ad8f2173,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc904,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6130e69570e5558453edf5a2,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc905,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,613078f5c2477ae466a3796a,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc906,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,61293a3cd0056d0c026255ea,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc907,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6128f68c24e53773f5781935,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc908,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,61284883cad1836274677926,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc909,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,612756b9973cd62eba2364d5,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc90a,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,612740583044ee8ebc7bf24d,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc90b,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,61260ca66d776c4492b1d26e,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc90c,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6123575e250ecdba3b99ad41,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.933,2021-09-13 03:41:03.933
613ec84f3cf8d7cb2fdcc90d,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6123564c265538b85d6ac088,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.934,2021-09-13 03:41:03.934
613ec84f3cf8d7cb2fdcc90e,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,61224bfa8aefb23ed0e35df1,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.934,2021-09-13 03:41:03.934
613ec84f3cf8d7cb2fdcc90f,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6121c371645787b5cb342bd0,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.934,2021-09-13 03:41:03.934
613ec84f3cf8d7cb2fdcc910,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,61211f4ca34101b870a351d2,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.934,2021-09-13 03:41:03.934
613ec84f3cf8d7cb2fdcc911,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6120e857f3ada4ba313c263e,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.934,2021-09-13 03:41:03.934
613ec84f3cf8d7cb2fdcc912,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6120d05901835db88bed91ff,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.936,2021-09-13 03:41:03.936
613ec84f3cf8d7cb2fdcc913,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6120d00ef729fbb9f916d9d7,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.936,2021-09-13 03:41:03.936
613ec84f3cf8d7cb2fdcc914,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6120cf988bf60fb86aefb36b,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.936,2021-09-13 03:41:03.936
613ec84f3cf8d7cb2fdcc915,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,6120ca979635c9ba07d23f93,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc916,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,61204d9f353f5c3ef16442a6,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc917,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611f1ea5541bf23ed18f1aeb,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc918,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611e5bf701835db88bed91cd,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc919,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611ddba52bf60cb8a69eb671,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc91a,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611dc87db76ec13eea596325,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc91b,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611d2f796990c3b5bfdd1654,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc91c,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611d24651b55ab806267ac5a,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc91d,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611c8b3f7b87ae3ebe6bc275,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc91e,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611c69e3645787b5cb342b11,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.937,2021-09-13 03:41:03.937
613ec84f3cf8d7cb2fdcc91f,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611b6cff541bf23ed18f1a32,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.938,2021-09-13 03:41:03.938
613ec84f3cf8d7cb2fdcc920,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611b62c7645787b5cb342ae4,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.938,2021-09-13 03:41:03.938
613ec84f3cf8d7cb2fdcc921,1,5ef5b3b8f911bc1f740eb16d,announcementPosted,posted a new announcement,611b49d79ecef8b5b98ddaf0,613ec84f3cf8d7cb2fdcc8f5,0,2021-09-13 03:41:03.938,2021-09-13 03:41:03.938
