_id,version,code,commune_type_kh,commune_type_en,name_en,reference,prefix,issued_date,name,districts,createdAt,updatedAt,__v,note
120408,1,120408,សង្កាត់,Sangkat,Boeng Kak Ti Pir,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,បឹងកក់ទី ២,1204,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
100105,1,100105,ឃុំ,Commune,Kanhchor,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,កញ្ជរ,1001,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
100304,1,100304,ឃុំ,Commune,Koh Ta Suy,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,កោះតាស៊ុយ,1003,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
130104,1,130104,ឃុំ,Commune,Chrach,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ច្រាច់,1301,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
100604,1,100604,ឃុំ,Commune,Kantuot,តាមអនុក្រឹតលេខ ១០ អនក្រ.បក,301,2009-01-08T17:00:00.000+0000,កន្ទួត,1006,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
130402,1,130402,ឃុំ,Commune,Kuleaen Cheung,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,គូលែនជើង,1304,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
120801,1,120801,សង្កាត់,Sangkat,Phnom Penh Thmei,អនុក្រឹត្យលេខ០៣ អនក្រ.បក,302,2009-01-08T17:00:00.000+0000,ភ្នំពេញថ្មី,1208,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,
120608,1,120608,សង្កាត់,Sangkat,Stueng Mean chey 1,អនុក្រឹត្យ ១៤៥ អនក្រ.បក,302,2016-07-17T17:00:00.000+0000,ស្ទឹងមានជ័យទី១,1206,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,បំបែកចេញពីសង្កាត់ស្ទឹងមានជ័យ
120520,1,120520,សង្កាត់,Sangkat,Tien,នស​/រកត/០៩១០/ ៧៦៣,302,2010-09-21T17:00:00.000+0000,ទៀន,1205,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,ផ្លាស់ប្តូរពីស្រុក កណ្ដាលស្ទឹង ខេត្តកណ្តាល
120606,1,120606,សង្កាត់,Sangkat,Chak Angrae Leu,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ចាក់អង្រែលើ,1206,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
121401,1,121401,សង្កាត់,Sangkat,Kamboul,"អនុក្រឹត្យលេខ០៤ អនក្រ.បក, អនុក្រិតលេខ ៨០",302,2019-01-07T17:00:00.000+0000,កំបូល,1214,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,កាត់ទៅខណ្ឌកំបូល
120211,1,120211,សង្កាត់,Sangkat,Voat Phnum,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,វត្ដភ្នំ,1202,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
150309,1,150309,ឃុំ,Commune,Sna Ansa,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស្នាអន្សា,1503,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
200104,1,200104,ឃុំ,Commune,Chres,៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ច្រេស,2001,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
200105,1,200105,ឃុំ,Commune,Me Sar Thngak,៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,មេ សរថ្ងក,2001,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
180403,1,180403,ឃុំ,Commune,Ou Bak Roteh,ប្រកាសលេខ ៤៩៣ ប្រ.ក របស់ក្រសួងមហាផ្ទៃ,301,2001-04-29T17:00:00.000+0000,អូរបាក់រទេះ,1804,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,
141107,1,141107,ឃុំ,Commune,Preaek Ta Sar,តាមប្រកាសលេខ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ព្រែកតាសរ,1411,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,Sub-Degree 172 on 25 July 2011 - 1408 Move to 1411
170715,1,170715,ឃុំ,Commune,Trei Nhoar,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ត្រីញ័រ,1707,2020-09-07 02:23:18.691,2020-09-07 02:23:18.691,0,
160606,1,160606,ឃុំ,Commune,Sameakki,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,សាមគ្គី,1606,2020-09-07 02:23:18.698,2020-09-07 02:23:18.698,0,
141311,1,141311,ឃុំ,Commune,Tuek Thla,០៩ អនក្រ.បក,301,2009-01-08T17:00:00.000+0000,ទឹកថ្លា,1413,2020-09-07 02:23:18.700,2020-09-07 02:23:18.700,0,របស់ក្រសួងមហាផ្ទៃ
190509,1,190509,ឃុំ,Commune,Sam Ang,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,សំអាង,1905,2020-09-07 02:23:18.701,2020-09-07 02:23:18.701,0,
210711,1,210711,ឃុំ,Commune,Trea,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ទ្រា,2107,2020-09-07 02:23:18.701,2020-09-07 02:23:18.701,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
250205,1,250205,ឃុំ,Commune,Krouch Chhmar,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum,301,2013-12-30T17:00:00.000+0000,ក្រូចឆ្មារ,2502,2020-09-07 02:23:18.703,2020-09-07 02:23:18.703,0,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum
10406,1,10406,ឃុំ,Commune,Rohal,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,រហាល,104,2020-09-07 02:23:18.704,2020-09-07 02:23:18.704,0,
150210,1,150210,ឃុំ,Commune,Kaoh Chum,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,កោះជុំ,1502,2020-09-07 02:23:18.692,2020-09-07 02:23:18.692,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
210904,1,210904,ឃុំ,Commune,Leay Bour,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,លាយបូរ,2109,2020-09-07 02:23:18.702,2020-09-07 02:23:18.702,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
150101,1,150101,ឃុំ,Commune,Boeng Bat Kandaol,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,បឹងបត់កណ្ដាល,1501,2020-09-07 02:23:18.696,2020-09-07 02:23:18.696,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
200415,1,200415,ឃុំ,Commune,Trapeang Sdau,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ត្រពាំងស្ដៅ,2004,2020-09-07 02:23:18.700,2020-09-07 02:23:18.700,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
210704,1,210704,ឃុំ,Commune,Chumreah Pen,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ជំរះពេន,2107,2020-09-07 02:23:18.701,2020-09-07 02:23:18.701,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
250505,1,250505,ឃុំ,Commune,Kraek,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum,301,2013-12-30T17:00:00.000+0000,ក្រែក,2505,2020-09-07 02:23:18.704,2020-09-07 02:23:18.704,0,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum
150206,1,150206,ឃុំ,Commune,Srae Sdok,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស្រែស្ដុក,1502,2020-09-07 02:23:18.693,2020-09-07 02:23:18.693,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
120510,1,120510,សង្កាត់,Sangkat,Prey Sa,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ព្រៃស,1205,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
121307,1,121307,សង្កាត់,Sangkat,Tuol Svay Prey Ti Pir,អនុក្រឹត្យលេខ០៣ អនក្រ.បក,302,2019-01-07T17:00:00.000+0000,ទួលស្វាយព្រៃទី ២,1213,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,កាត់យកសង្កាត់ចំនួន៧ទៅខណ្ឌបឹងកេងកង
130307,1,130307,ឃុំ,Commune,Sror Aem,អនុក្រឹត្យ ៩៩ ថ្ងៃទី ៣១ ឧសភា ២០១១,301,2011-05-30T17:00:00.000+0000,ស្រអែម,1303,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,អនុក្រឹត្យ ៩៩ ថ្ងៃទី ៣១ ឧសភា ២០១១
130103,1,130103,ឃុំ,Commune,Khyang,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ខ្យង,1301,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,
121103,1,121103,សង្កាត់,Sangkat,Samraong,Sub Degree 578 on 25 Dec 2013 Move to Praek Pnov,302,2013-12-24T17:00:00.000+0000,សំរោង,1211,2020-09-07 02:23:18.686,2020-09-07 02:23:18.686,0,Sub Degree 578 on 25 Dec 2013 Move to Praek Pnov
130105,1,130105,ឃុំ,Commune,Thmea,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ធ្មា,1301,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
220402,1,220402,សង្កាត់,Sangkat,Bos Sbov,ប្រកាសលេខ ១៧ អនក្រ.បក,302,2009-01-08T17:00:00.000+0000,បុស្បូវ,2204,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
110302,1,110302,ឃុំ,Commune,Saen Monourom,លេខប្រកាស ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,សែនមនោរម្យ,1103,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
170708,1,170708,ឃុំ,Commune,Mukh Paen,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,មុខប៉ែន,1707,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
121204,1,121204,សង្កាត់,Sangkat,Preaek Pra,Sub Degree 579 on 25 Dec 2013 Move to Chbar Ampov,302,2013-12-24T17:00:00.000+0000,ព្រែកប្រា,1212,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,Sub Degree 579 on 25 Dec 2013 Move to Chbar Ampov
121002,1,121002,សង្កាត់,Sangkat,Preaek Lieb,Sub Degree 577 on 25 Dec 2013 Move to Chraoy Chongvar,302,2013-12-24T17:00:00.000+0000,ព្រែកលៀប,1210,2020-09-07 02:23:18.686,2020-09-07 02:23:18.686,0,Sub Degree 577 on 25 Dec 2013 Move to Chraoy Chongvar
140202,1,140202,ឃុំ,Commune,Doun Koeng,តាមប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ដូនកឹង,1402,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
110202,1,110202,ឃុំ,Commune,A Buon Leu,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,អ បួនលើ,1102,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
121005,1,121005,សង្កាត់,Sangkat,Bak Kaeng,Sub Degree 577 on 25 Dec 2013 Move to Chraoy Chongvar,302,2013-12-24T17:00:00.000+0000,បាក់ខែង,1210,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,Sub Degree 577 on 25 Dec 2013 Move to Chraoy Chongvar
110102,1,110102,ឃុំ,Commune,Memang,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,មេម៉ង់,1101,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
140705,1,140705,ឃុំ,Commune,Peam Ro,តាមប្រកាសលេខ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ពាមរក៍,1407,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
180402,1,180402,ឃុំ,Commune,Kampong Seila,ប្រកាសលេខ ៤៩៣ ប្រ.ក របស់ក្រសួងមហាផ្ទៃ,301,2001-04-29T17:00:00.000+0000,កំពង់សីលា,1804,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,
210106,1,210106,ឃុំ,Commune,Prey Phkoam,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ព្រៃផ្គាំ,2101,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
140505,1,140505,ឃុំ,Commune,Prey Rumdeng,តាមប្រកាសលេខ ៤៩៣ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ព្រៃរំដេង,1405,2020-09-07 02:23:18.696,2020-09-07 02:23:18.696,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
210214,1,210214,ឃុំ,Commune,Trapeang Krasang,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ត្រពាំងក្រសាំង,2102,2020-09-07 02:23:18.698,2020-09-07 02:23:18.698,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
220505,1,220505,ឃុំ,Commune,Tumnob Dach,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ទំនប់ដាច់,2205,2020-09-07 02:23:18.703,2020-09-07 02:23:18.703,0,
250310,1,250310,ឃុំ,Commune,Rumchek,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum,301,2013-12-30T17:00:00.000+0000,រំចេក,2503,2020-09-07 02:23:18.703,2020-09-07 02:23:18.703,0,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum
210609,1,210609,ឃុំ,Commune,Prey Kabbas,"លេខ​៤៩៣ ប្រ,ក",301,2001-04-29T17:00:00.000+0000,ព្រៃកប្បាស,2106,2020-09-07 02:23:18.701,2020-09-07 02:23:18.701,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
171201,1,171201,ឃុំ,Commune,Chrouy Neang Nguon,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ជ្រោយនាងងួន,1712,2020-09-07 02:23:18.701,2020-09-07 02:23:18.701,0,
211011,1,211011,ឃុំ,Commune,Smaong,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស្មោង,2110,2020-09-07 02:23:18.702,2020-09-07 02:23:18.702,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
120109,1,120109,សង្កាត់,Sangkat,Tuol Tumpung Ti Pir,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ទួលទំពូងទី ២,1201,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
120207,1,120207,សង្កាត់,Sangkat,Chakto Mukh,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ចតុមុខ,1202,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
120712,1,120712,សង្កាត់,Sangkat,Chrang Chamreh Ti Pir,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ច្រាំងចំរេះទី ២,1207,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
121305,1,121305,សង្កាត់,Sangkat,Tumnob Tuek,អនុក្រឹត្យលេខ០៣ អនក្រ.បក,302,2019-01-07T17:00:00.000+0000,ទំនប់ទឹក,1213,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,កាត់យកសង្កាត់ចំនួន៧ទៅខណ្ឌបឹងកេងកង
120305,1,120305,សង្កាត់,Sangkat,Monourom,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,មនោរម្យ,1203,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
130601,1,130601,ឃុំ,Commune,Chamraeun,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ចំរើន,1306,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
100607,1,100607,ឃុំ,Commune,Sambok,តាមអនុក្រឹតលេខ ១០ អនក្រ.បក,301,2009-01-08T17:00:00.000+0000,សំបុក,1006,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
120518,1,120518,សង្កាត់,Sangkat,Roluos,នស​/រកត/០៩១០/ ៧៦៣,302,2010-09-21T17:00:00.000+0000,រលួស,1205,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,ផ្លាស់ប្តូរពីស្រុក កណ្ដាលស្ទឹង ខេត្តកណ្តាល
100608,1,100608,ឃុំ,Commune,Thma Andaeuk,តាមអនុក្រឹតលេខ ១០ អនក្រ.បក,301,2009-01-08T17:00:00.000+0000,ថ្មអណ្ដើក,1006,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,
110404,1,110404,ឃុំ,Commune,Bu Sra,លេខប្រកាស ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ប៊ូស្រា,1104,2020-09-07 02:23:18.684,2020-09-07 02:23:18.684,0,
110103,1,110103,ឃុំ,Commune,Srae Chhuk,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស្រែឈូក,1101,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
100505,1,100505,ឃុំ,Commune,Svay Chreah,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស្វាយជ្រះ,1005,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
100303,1,100303,ឃុំ,Commune,Kampong Kor,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,កំពង់គរ,1003,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
180101,1,180101,សង្កាត់,Sangkat,lek Muoy,អនុក្រឹត្យលេខ ០៧ អនក្រ.បក,302,2009-01-08T17:00:00.000+0000,លេខ១,1801,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
120306,1,120306,សង្កាត់,Sangkat,Mittapheap,ប្រកាសលេខ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,មិត្ដភាព,1203,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
100407,1,100407,ឃុំ,Commune,Sambour,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,សំបូរ,1004,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
60111,1,60111,ឃុំ,Commune,Krava,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ក្រវ៉ា,601,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
120406,1,120406,សង្កាត់,Sangkat,Tuek L'ak Ti Bei,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ទឹកល្អក់ទី ៣,1204,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
150305,1,150305,ឃុំ,Commune,Kampong Luong,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,កំពង់លួង,1503,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
140203,1,140203,ឃុំ,Commune,Kranhung,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ក្រញូង,1402,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
170606,1,170606,ឃុំ,Commune,Sambuor,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,សំបួរ,1706,2020-09-07 02:23:18.690,2020-09-07 02:23:18.690,0,
200307,1,200307,ឃុំ,Commune,Pong Tuek,៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ពងទឹក,2003,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
140702,1,140702,ឃុំ,Commune,Banlich Prasat,តាមប្រកាសលេខ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,បន្លិចប្រាសាទ,1407,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
180302,1,180302,ឃុំ,Commune,Ou Treh,អនក្រឹត្យលេខ ០៧ អនក្រ.បក,301,2009-01-08T17:00:00.000+0000,អូរត្រេះ,1803,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,ត្រូវបានប្តូរសង្កាត់អូរត្រេះទៅជាឃុំអូរត្រេះ
200802,1,200802,សង្កាត់,Sangkat,Bavet,តាមអនុក្រឹតលេខ ២២៨អនក្រ.បក,302,2008-12-29T17:00:00.000+0000,បាវិត,2008,2020-09-07 02:23:18.689,2020-09-07 02:23:18.689,0,ដោយកាត់ចេញពីស្រុកចន្រ្ទា ខេត្តស្វាយរៀង
140908,1,140908,ឃុំ,Commune,Preah Sdach,តាមប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ព្រះស្ដេច,1409,2020-09-07 02:23:18.696,2020-09-07 02:23:18.696,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
150505,1,150505,សង្កាត់,Sangkat,Prey Nhi,លេខ ១៤ អនក្រ.បក,302,2009-01-13T17:00:00.000+0000,ព្រៃញី,1505,2020-09-07 02:23:18.698,2020-09-07 02:23:18.698,0,ពីមុនជាស្រុកព្រៃញី ឥឡូវបានប្តូរជាសង្កាត់ព្រៃញី
200711,1,200711,ឃុំ,Commune,Svay Rumpear,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស្វាយរំពារ,2007,2020-09-07 02:23:18.700,2020-09-07 02:23:18.700,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
170709,1,170709,ឃុំ,Commune,Pou Treay,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ពោធិ៍ទ្រាយ,1707,2020-09-07 02:23:18.691,2020-09-07 02:23:18.691,0,
171010,1,171010,សង្កាត់,Sangkat,Srangae,អនុក្រឹតលេខ ១៣ អនក្រ.បក,302,2009-01-08T17:00:00.000+0000,ស្រង៉ែ,1710,2020-09-07 02:23:18.691,2020-09-07 02:23:18.691,0,
200411,1,200411,ឃុំ,Commune,Mukh Da,៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,មុខដា,2004,2020-09-07 02:23:18.699,2020-09-07 02:23:18.699,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
250503,1,250503,ឃុំ,Commune,Kandaol Chrum,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum,301,2013-12-30T17:00:00.000+0000,កណ្ដោលជ្រុំ,2505,2020-09-07 02:23:18.704,2020-09-07 02:23:18.704,0,Royal Degree 1445 on 31 Dec 2013 Move to Tboung Khmum
170702,1,170702,ឃុំ,Commune,Doun Kaev,លេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ដូនកែវ,1707,2020-09-07 02:23:18.690,2020-09-07 02:23:18.690,0,
171005,1,171005,សង្កាត់,Sangkat,Nokor Thum,អនុក្រឹតលេខ ១៣ អនក្រ.បក,302,2009-01-08T17:00:00.000+0000,នគរធំ,1710,2020-09-07 02:23:18.690,2020-09-07 02:23:18.690,0,
171404,1,171404,ឃុំ,Commune,Svay Sa,,301,,ស្វាយ ស,1714,2020-09-07 02:23:18.700,2020-09-07 02:23:18.700,0,
150104,1,150104,ឃុំ,Commune,Me Tuek,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,មេទឹក,1501,2020-09-07 02:23:18.696,2020-09-07 02:23:18.696,0,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ
141308,1,141308,ឃុំ,Commune,Prey Khla,០៩ អនក្រ.បក,301,2009-01-08T17:00:00.000+0000,ព្រៃខ្លា,1413,2020-09-07 02:23:18.700,2020-09-07 02:23:18.700,0,របស់ក្រសួងមហាផ្ទៃ
160301,1,160301,ឃុំ,Commune,Kak,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,កក់,1603,2020-09-07 02:23:18.693,2020-09-07 02:23:18.693,0,
120404,1,120404,សង្កាត់,Sangkat,Tuek L'ak Ti Muoy,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ទឹកល្អក់ទី ១,1204,2020-09-07 02:23:18.686,2020-09-07 02:23:18.686,0,
110204,1,110204,ឃុំ,Commune,Sokh Sant,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,សុខសាន្ដ,1102,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
120304,1,120304,សង្កាត់,Sangkat,Ou Ruessei Ti Buon,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,អូរឫស្សីទី ៤,1203,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
171405,1,171405,ឃុំ,Commune,Varin,ប្រកាសលេខ ៤៩៣ ប្រ.ក,301,2001-04-29T17:00:00.000+0000,វ៉ារិន,1714,2020-09-07 02:23:18.688,2020-09-07 02:23:18.688,0,
120303,1,120303,សង្កាត់,Sangkat,Ou Ruessei Ti Bei,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,អូរឫស្សីទី ៣,1203,2020-09-07 02:23:18.685,2020-09-07 02:23:18.685,0,
100209,1,100209,សង្កាត់,Sangkat,Kracheh,តាមអនុក្រឹតលេខ ១០ អនក្រ.បក,302,2009-01-08T17:00:00.000+0000,ក្រចេះ,1002,2020-09-07 02:23:18.687,2020-09-07 02:23:18.687,0,
140205,1,140205,ឃុំ,Commune,Seang Khveang,លេខ​៤៩៣​ប្រ.ក,301,2001-04-29T17:00:00.000+0000,ស៊ាងឃ្វាង,1402,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,តាមប្រកាសក្រសួងមហាផ្ទៃ
120915,1,120915,សង្កាត់,Sangkat,Chaom Chau 2,អនុក្រឹត្យ ១៤៤ អនក្រ.បក,302,2016-07-17T17:00:00.000+0000,ចោមចៅទី២,1209,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,បំបែកចេញពីសង្កាត់ចោមចៅ
120409,1,120409,សង្កាត់,Sangkat,Phsar Daeum Kor,ប្រកាសលេខ ៤៩៣ ប្រ.ក,302,2001-04-29T17:00:00.000+0000,ផ្សារដើមគរ,1204,2020-09-07 02:23:18.683,2020-09-07 02:23:18.683,0,
