_id,bucket_name,filename,original_id,encoder,protocol,status,message,createdAt,updatedAt,__v
61332a59c96abc33aae051af,file_course_datas,613320dfc30aff9d10f90252_1630740704870.m3u8,613320dfc30aff9d10f90252,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:12:09.921,2021-09-04 08:12:09.921,0
61332a5ff2f27ed57afba204,file_course_datas,6133217fd5ca509cf4531acc_1630740865842.m3u8,6133217fd5ca509cf4531acc,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:12:15.879,2021-09-04 08:12:15.879,0
61332aa35a6f4436ff1cdeba,file_course_datas,61331e84ee976398ea21d1ae_1630740113186.m3u8,61331e84ee976398ea21d1ae,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:13:23.268,2021-09-04 08:13:23.268,0
61332aae94144dc53af79460,file_course_datas,6133208eee976398ea21dc64_1630740624294.m3u8,6133208eee976398ea21dc64,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:13:35.003,2021-09-04 08:13:35.003,0
61332ad1374120c54cfb04bb,file_course_datas,613320487ec98e9cedfc6d5a_1630740553887.m3u8,613320487ec98e9cedfc6d5a,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:14:09.360,2021-09-04 08:14:09.360,0
61332b2b4f6aad370673f13f,file_course_datas,613320d942ae9ca2ee5d3c94_1630740698963.m3u8,613320d942ae9ca2ee5d3c94,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:15:39.387,2021-09-04 08:15:39.387,0
61332b8ef40d6bc8768a69fc,file_course_datas,61331512d795ec98d0241dfb_1630737706784.m3u8,61331512d795ec98d0241dfb,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:17:18.065,2021-09-04 08:17:18.065,0
61332cf1478493da8d3d24db,file_course_datas,613322935d7dd5a2b7047990_1630741141283.m3u8,613322935d7dd5a2b7047990,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:23:13.540,2021-09-04 08:23:13.540,0
61332d2f9d3d1edaa3322a67,file_course_datas,61332c94eed6ba98c252106a_1630743702077.m3u8,61332c94eed6ba98c252106a,libx264,HLS_APPENDS,Stop Encoding,Success Stop encoding video,2021-09-04 08:24:15.939,2021-09-04 08:24:15.939,0
61332d5dfa8f7eb3743fe0ab,file_course_datas,61332cd4a4acb342f72e9881_1630743766319.m3u8,61332cd4a4acb342f72e9881,libx264,HLS_APPENDS,Stop Encoding,Success Stop encoding video,2021-09-04 08:25:01.308,2021-09-04 08:25:01.308,0
61332d5e871a39d98a3e37a9,file_course_datas,613322a3426cd2a2dcde960b_1630741158308.m3u8,613322a3426cd2a2dcde960b,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:25:02.344,2021-09-04 08:25:02.344,0
61332d6084e26dd9a7e25993,file_course_datas,613322dedc2ad695b3e20b3f_1630741216235.m3u8,613322dedc2ad695b3e20b3f,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:25:04.627,2021-09-04 08:25:04.627,0
61332da9f8566eda96d037c7,file_course_datas,613321c4d8f31e42b5eb0bcd_1630740939386.m3u8,613321c4d8f31e42b5eb0bcd,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:26:17.701,2021-09-04 08:26:17.701,0
61332db3230b03a2a45c1452,file_course_datas,61332d47dc2ad695b3e211a7_1630743881501.m3u8,61332d47dc2ad695b3e211a7,libx264,HLS_APPENDS,Stop Encoding,Success Stop encoding video,2021-09-04 08:26:27.280,2021-09-04 08:26:27.280,0
61332db4f40d6bc8768a83f6,file_course_datas,6133227cef0b8b9ce39b2a9e_1630741120377.m3u8,6133227cef0b8b9ce39b2a9e,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:26:28.489,2021-09-04 08:26:28.489,0
61332db584e26dd9a7e2599d,file_course_datas,61332cacbd0aaa9cfb017837_1630743726052.m3u8,61332cacbd0aaa9cfb017837,libx264,HLS_APPENDS,Stop Encoding,Success Stop encoding video,2021-09-04 08:26:29.397,2021-09-04 08:26:29.397,0
61332dd438f6cada84973e9f,file_course_datas,613322c5c8daac98c8486970_1630741192413.m3u8,613322c5c8daac98c8486970,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:27:00.008,2021-09-04 08:27:00.008,0
61332df7fa8f7eb3743ff864,file_course_datas,613321aaf1b7ce9d2819c31a_1630740909599.m3u8,613321aaf1b7ce9d2819c31a,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:27:35.059,2021-09-04 08:27:35.059,0
61332e04478493da8d3d24eb,file_course_datas,61332de2b1f24742d5b2e44a_1630744036414.m3u8,61332de2b1f24742d5b2e44a,libx264,HLS_APPENDS,Stop Encoding,Success Stop encoding video,2021-09-04 08:27:48.358,2021-09-04 08:27:48.358,0
61332e72ed6638b36dbb50f2,file_course_datas,613323023715e898f0736c11_1630741252412.m3u8,613323023715e898f0736c11,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:29:38.255,2021-09-04 08:29:38.255,0
61332ef0f84306546276cd68,file_course_datas,613321eca5eee9a2beaed5ca_1630740987502.m3u8,613321eca5eee9a2beaed5ca,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:31:44.005,2021-09-04 08:31:44.005,0
61332f86f40d6bc8768a92f8,file_course_datas,61332ef8b1f24742d5b2e564_1630744315218.m3u8,61332ef8b1f24742d5b2e564,libx264,HLS_APPENDS,Stop Encoding,Success Stop encoding video,2021-09-04 08:34:14.422,2021-09-04 08:34:14.422,0
61332fcbf2f27ed57afbcf56,file_course_datas,613321bc8bac3842c88fe739_1630740931848.m3u8,613321bc8bac3842c88fe739,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:35:23.989,2021-09-04 08:35:23.989,0
61332fcc94c4400174a71db7,file_course_datas,6133214f90e68042e4bf97a5_1630740831840.m3u8,6133214f90e68042e4bf97a5,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:35:24.100,2021-09-04 08:35:24.100,0
61332ff22e718fc5337fb5e1,file_course_datas,613321afa5eee9a2beaed1b3_1630740917652.m3u8,613321afa5eee9a2beaed1b3,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:36:02.016,2021-09-04 08:36:02.016,0
6133301d5a6f4436ff1d0519,file_course_datas,6133228a1d18a399042ae0b8_1630741136470.m3u8,6133228a1d18a399042ae0b8,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:36:45.445,2021-09-04 08:36:45.445,0
613330d2f96e1cb37d37af85,file_course_datas,613322e5d8f31e42b5eb1030_1630741231618.m3u8,613322e5d8f31e42b5eb1030,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:39:46.244,2021-09-04 08:39:46.244,0
6133310a4721dbf2120eb279,file_course_datas,613321bbd5ca509cf4531c06_1630740932705.m3u8,613321bbd5ca509cf4531c06,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:40:42.677,2021-09-04 08:40:42.677,0
6133312bc96abc33aae07a2c,file_course_datas,613323607ec98e9cedfc6e6d_1630741346014.m3u8,613323607ec98e9cedfc6e6d,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:41:15.404,2021-09-04 08:41:15.404,0
61333133f8566eda96d06085,file_course_datas,6133240242ae9ca2ee5d3e81_1630741508661.m3u8,6133240242ae9ca2ee5d3e81,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:41:23.239,2021-09-04 08:41:23.239,0
61333164b97073d99a3bb9cf,file_course_datas,61332434d8f31e42b5eb1733_1630741558583.m3u8,61332434d8f31e42b5eb1733,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:42:12.404,2021-09-04 08:42:12.404,0
6133316e478493da8d3d4f2b,file_course_datas,613324a6afc69442bb846e0a_1630741672915.m3u8,613324a6afc69442bb846e0a,libx264,HLS_APPENDS,Success,Success encoding video,2021-09-04 08:42:22.405,2021-09-04 08:42:22.405,0
